Author,Location,Date,Kind,Quote,Description,Event,Source,Resources,Notable People Involved,lat,lon
,"Bologna, Italy","September 30, 1966",Projected,"Ieri sera aveva detto a Porzio: in Italia vorrei visitare soprattutto Pavia, Padova, Bologna. E anche: il miglior poeta italiano è Gregory Corso.","During a conversation with Domenico Porzio (head of PR for Mondadori), Kerouac expresses his desire to visit Pavia, Padova, and Bologna. He also suggests that Gregory Corso is the best poet Italy's ever had.",Conversation with Domenico Porzio,"Alberto Arbasino, ""Beatnik in pensione,"" in L'Espresso, October 9, 1966.
",http://temi.repubblica.it/espresso-il68/1966/10/09/beatnik-in-pensione/,,44.4938203,11.3426327
Jack Kerouac,"Via Mecenate 76, Milano, Italy","September 28, 1966",Event,"Ero lì, seduta vicino a Jack Kerouac, narcotizzato dalle esigenze della società; intorno a lui i tenutari della rispettabilità culturale – con ferie pagate e tredici mensilità, ansiosi di tradire la moglie con la segretaria e di ubriacarsi in segreto il sabato sera, ma puntuali in ufficio il lunedì mattina – si divertivano: e guardavano l’antico ribelle imprigionato per settantasei ore nella trappola di un affitto da pagare, dissero che era una vergogna, almeno alla televisione avrebbe dovuto presentarsi non ubriaco, e sorrisero con condiscendenza, accendendo sigarette di contrabbando con accendisigari senza bollo.",,Interview with Fernanda Pivano (RAI),"Fernanda Pivano, Amici scrittori. Mondadori, 1997: 143.",https://www.youtube.com/watch?v=aaMzDl2Mbco ; https://www.teche.rai.it/2022/03/fernanda-pivano-intervista-jack-kerouac/,,45.4520224,9.245785642
Jack Kerouac,"Venice, Italy ",1965,Setting,"Bull gives them money and we get in and Bull rows off vigorously, standing facing forward, like a Venetian oarsman. “When I was in Venice I noticed that this is the only real way to row a boat, standing up, boom and bam, like this,” rowing with forward motion. “Outside of that Venice is the dreariest town this side of Beeville Texas. Dont ever go to Beeville boy, or Venice either.” (Beeville a sheriff’d caught him making love to his wife June in the car, parked on the highway, for which he spent two days in jail with a sinister deputy in steel rimmed spectacles.) “Venice—my God, on a clear night you can hear the shrieks of the fairies on St. Marks Plaza a mile away. You can see successful young novelists being rowed away into the night. In the middle of the Canal they suddenly assault the poor Italian Gondoleer. They have palazzos with people straight out of Princeton amortifyin’ chauffeurs.” The funny thing is that when Bull was in Venice he was invited to an elegant party in a Palace, and when he appeared at the door, with his old Harvard friend Irwin Swenson the hostess held out her hand to be kissed—Irwin Swenson said: “You see in these circles you must kiss the hand of the hostess, customarily”—But as everybody stared at the pause in the door Bull yelled out “Aw gee, I’d rather kiss her cont!” And that was the end of that.",The character of Bull Hubbard references in this passage is based on William S. Burroughs.,Reference to Venice in Desolation Angels,"Jack Kerouac, Desolation Angels. Coward-McCann, 1965.",,,45.4371908,12.3345898
Jack Kerouac,"Genoa, Italy",1959,Setting,"Emilia St. Claire was a woman of whimsy; in this
she was a tyrant, indeed a lovable tyrant. She could
afford to be a tyrant for she was rich. Her family had
left her millions. She had a chateau in France (at
most, she had a dozen chateaux in Europe); she had a
mansion in New York City on Riverside Drive; a
villa in Italy overlooking Genoa; it was rumored she
had a marble retreat on an isle near Crete. (But this is
not certain.)",,Depiction of a Decadent Milionairesse with a Villa in Italy in a a mock story published “on yellowed blotchy papers” in Dr. Sax,"Jack Kerouac, Doctor Sax. Grove Press, 1959: 135-136.",,,44.40726,8.9338624
Jack Kerouac,New York City,1968,Projected,"I'll get out of here, we'll get married, right now, we'll go to Detroit and I'll get a job in a war plant and pay her off her hundred dollars (or your father might lend
it) but in any case let's get married""—my father having abandoned me the first thing I thought of was getting married—""and then I'll get a ship and ship out to Italy or France or someplace and send you my allowance.""",,Dreams of Sailing to Italy in Vanity of Dulouz,"Jack Kerouac, Vanity of Duluoz. G.P. Putnams's Sons, 1968: 250.",,,40.7127281,-74.0060152
Jack Kerouac,"Sicily, Italy",1968,Projected,"It was October 1944, ships were now headed for other interesting shores like Italy, Sicily, Casablanca, I think even Greece.",,Reference to Sicily in Vanity of Duluoz,"Jack Kerouac, Vanity of Duluoz. G.P. Putnams's Sons, 1968: 257.",,,37.587794,14.155048
Jack Kerouac,Italy,1968,Projected,"But the mysterious beautiful thing of going to sea occurred that night: just a few hours after all that junk of bars, fighting,
streets, subways, boom, there I am standing by whipping shrouds and snapping lines in the Atlantic Ocean in the night
off New Jersey, we're sailing south to Norfolk to load on for Italy, everything is washed away by the clean sea, I can remem-
ber the judge's remark about the sailor in the storm is safer than the sailor on land. ",,Dreams of Sailing to Italy in Vanity of Dulouz,"Jack Kerouac, Vanity of Duluoz. G.P. Putnams's Sons, 1968: 260.",,,42.6384261,12.674297
Jack Kerouac,"Anzio, Italy",1968,Projected,"Anzio: that was, as we say nowadays, Churchill's goof. How
can you have a bunch of men wait ashore under hill-protected
fire? Right down on them. And after that Mark Clark had
the nerve to march on Rome when everybody in his right
mind knew that he should have marched to the Adriatic and cut
off the Germans in half? No, he wanted to be laureled in Rome.","On March 2, 1944, Sammy Sampas, Kerouac's best childhood friend and later brother-in-law, died of the wounds he sustained at Anzio, where he took part in the U.S. Army's liberation of Italy.",Reference to Anzio in Vanity of Dulouz,"Jack Kerouac, Vanity of Duluoz. G.P. Putnams's Sons, 1968: 164.",,,41.4471008,12.6285618
Jack Kerouac,"Salerno, Italy",1968,Projected,"This is my laurel wreath: he may be damned for the dead
of Salerno too. But you cant court-martial",,Reference to Salerno in Vanity of Dulouz,"Jack Kerouac, Vanity of Duluoz. G.P. Putnams's Sons, 1968: 164.",,,40.6803601,14.7594542
Jack Kerouac,"Naples, Italy",1968,Projected,"""You know what, Pretty Boy, Baby Face, you aint no able-
bodied seaman. By the time I'm done with you ..."" I sensed
he wanted a fight. The other guys didnt care. I began to see that
there was something homosexual about his prod and dare. I wasnt about to sail all the way to Naples with a 230-pound
homo bosun.",,Reference to Naples in Vanity of Duluoz,"Jack Kerouac, Vanity of Duluoz. G.P. Putnams's Sons, 1968: 262.",,,40.8358846,14.2487679
Jack Kerouac,New York City,1968,Projected,"[...] the library itself [...] with the names engraved in stone forever: ""Goethe...Voltaire...Shakespeare...Molière...Dante."" ",,Reference to Dante in Vanity of Duluoz,"Jack Kerouac, Vanity of Duluoz. G.P. Putnams's Sons, 1968: 67.",,,40.7127281,-74.0060152
Jack Kerouac,Italy,1972,Projected,"I did that exact thing in 1944 when
getting my Coast Guard pass for the run to Italy on the Holt Johnson and was embedding my
beautiful prick in the beautiful soft, wet between-legs slam of Cecily Wayne and coming with a
bulging head.",,Reference to Italy in Visions of Cody,"Jack Kerouac, Visions of Cody. McGraw-Hill, 1972: 60.",,,42.6384261,12.674297
Jack Kerouac,New York City,1972,Projected,"Cody has a broken nose that gives a ridge to his
bone, Grecian and slight, and a soft nose-end that only slightly Romanizes down but not like a
banana nose, it is exactly the nose of a Roman warrior or prelate and like a nose I once saw in the
sketches of Leonardo da Vinci that he has made in the sunny streets of active day in old medieval
Italy (the Renaissance, like its name, was really French) a curly downward nose-tip like angry old
men...",,References to Italian culture in Visions of Cody,"Jack Kerouac, Visions of Cody. McGraw-Hill, 1972: 177.",,,40.7127281,-74.0060152
Jack Kerouac,New York City,1972,Projected,"Nothing awaited him there, he was on a wildgoose chase, he was being given the runaround by Fate. Stories, promises of Italy—I’d said “We’ll go to Italy with my money,” which was
nonexistent and never showed up—He faced the bleak East and winter—It was a prophetic night when we dug Skid Row in the cold wind, thinking about his father. In New York, upon
our arrival there, he immediately met his third wife to be. [... ]Cody hoped to use New York as a port to Italy and Europe or anything and so’d come crushing in as he did, got married so
fast, exploded so soon again, was now returned blind and blank.",,Cody Dreams of Leaving for Italy in Visions of Cody,"Jack Kerouac, Visions of Cody. McGraw-Hill, 1972: 222-223.",,,40.7127281,-74.0060152
Jack Kerouac,Rome,1972,Projected,"There, too, I see flickers like the fires of Hannibal’s camp
across the plains of Rome""",,Reference to Ancient Rome in Visions of Cody,"Jack Kerouac, Visions of Cody. McGraw-Hill, 1972: 24.",,,41.8933203,12.4829321
Jack Kerouac,New York City,1951,Italian America,"Cody races with a maniacal Italian gangster hipcat from Chicago
who, with mother, wants to match new Buick to our Cad, for ninety miles he tries to race",,Italian American character from Chicago in Visions of Cody,"Jack Kerouac, Visions of Cody. McGraw-Hill, 1972: 219",,,40.7127281,-74.0060152
Jack Kerouac,"Campanian Arcipelago, Italy",1965,Setting,"The poet Geoffrey Donald is an elegant sad-weary type who’s beenin Europe, to Ischia and Capri and such, known the rich elegant writers and types, and had just spoken for me to a New York publisher so I am surprised (first time I meet him) and we go out on that veranda to look at the scene.",,Ischia and Capri mentioned in Desolation Angels,"Jack Kerouac, Desolation Angels. Coward-McCann, 1960.",,,40.72688165,13.90954743
Jack Kerouac,Italy,1957,Projected,"""I have here,"" I said, ""the sum of eighty-three dollars and change, and if you come with me let's go
to New York-and after that let's go to Italy.""
""Italy?"" he said. His eyes lit up. ""Italy, yass-how shall we get there, dear Sal?""
I pondered this. ""I'll make some money, I'll get a thousand dollars from the publishers. We'll go dig
all the crazy women in Rome, Paris, all those places; we'll sit at sidewalk cafes; we'll live in
whorehouses. Why not go to Italy?""
""Why yass,"" said Dean, and then realized I was serious and looked at me out of the corner of his
eye for the first time, for I'd never committed myself before with regard to his burdensome
existence, and that look was the look of a man weighing his chances at the last moment before the
bet. There were triumph and insolence in his eyes, a devilish look, and he never took his eyes off
mine for a long time. I looked back at him and blushed.
I said, ""What's the matter?"" I felt wretched when I asked it. He made no answer but continued
looking at me with the same wary insolent side-eye. ",,Sal and Dean Dream of Leaving for Italy in On The Road,"Jack Kerouac, On The Road. Viking Press, 1957: 117.",,,42.6384261,12.674297
Jack Kerouac,"93 MacDougal Street, New York, NY",1925-1967,Italian America,"Hip without being slick, intelligent without being corny, they are intellectual as hell and know all about Pound without being pretentious or saying too much about it. They are very quiet, they are very Christlike.","The San Remo Cafe was a popular queer-friendly bar located in the Italian American section of New York City's Greenwich Village. The clientele included bohemians and authors such as James Agee, W. H. Auden, Tennessee Williams, James Baldwin, William S. Burroughs, Gregory Corso, Miles Davis, Allen Ginsberg, Billy Name, Frank O'Hara, Jack Kerouac, Jackson Pollock, William Styron, Dylan Thomas, Gore Vidal, Judith Malina, and numerous others.

In his novel ""The Subterraneans,"" Jack Kerouac provides a vivid description of the diverse crowd that frequented the bar, capturing the essence of the bohemian culture that was prevalent in Greenwich Village during that time.",San Remo Cafe,"Jack Kerouac, The Subterraneans. Grove Press, 1958: 43.",https://www.nyclgbtsites.org/wp-content/uploads/2021/06/san-remo-1930s-GVSHP.jpg,,40.72979,-74.001778
