Author,Location,Date,Kind,Quote,Description,Event,Source,Resources,Notable People Involved,lat,lon
Jack Kerouac,"Via Fatebenefratelli 21, Milan, Italy","September 29, 1966",Event,,Kerouac's attitude towards the press during the book launch at the Mondadori headquarter is highly criticized by the media. Gian Pieretti opens the event by singing songs by Bob Dylan. Kerouac spends the majority of his tumoltuous stay in Milan at the Hotel Cavour. ,Launch the Italian translation of Big Sur in Milan,"""Lo scrittore <<Beat>> Kerouac a Milano si presenta ubriaco ai giornalisti,"" in La Stampa, September 29, 1966. See also Alessandro Manca, Kerouac, Viaggio in Italia - Un giorno a Milano. Le Stade Bianche di Stampa Alternativa, 2019. ","http://www.archiviolastampa.it/component/option,com_lastampa/task,search/mod,libera/action,viewer/Itemid,3/page,3/articleid,0111_01_1966_0221_0003_5450216","Nanda Pivano, Marisa Bulgheroni, Ferruccio Parazzoli, Luciano Bianciardi, Mario Spinella, Alberto Mondadori, Gian Pieretti",45.4726261,9.1943597
Jack Kerouac,"Via Sicilia 136, Roma, Italy","September 29,  1966",Event,,Introduced by Antonio Barolini and Enzo Golino. Gian Pieretti opened the event by singing songs by Bob Dylan.,Launch of the Italian translation of Big Sur at Mondadori's Roman headquarter.,"Alessandro Manca, Kerouac, Viaggio in Italia - Due giorni a Roma. Le Stade Bianche di Stampa, 2021: 9-10.",https://www.lastampa.it/cultura/2013/08/20/news/roma-l-ubriaco-pestato-a-sangue-1.36064682/,"Gian Pieretti, Nanda Pivano, Antonio Barolini, Enzo Golino, Giovanni Russo, Alberto Arbasino, Domenico Porzio",41.908956,12.492509
Jack Kerouac,"Via del Babuino 196, Rome, Italy","September 30, 1966",Event,,"Kerouac tours art galleries and churches with Franco Angeli. Kerouac and Angeli also work together on a painting, ""La deposizione di Cristo."" ",Visit to Galleria La Tartaruga,"Alessandro Manca, Kerouac, Viaggio in Italia - Due giorni a Roma. Le Stade Bianche di Stampa, 2021: 17. ",https://www.artribune.com/arti-visive/2018/03/attualita-critica-societa/attachment/franco-angeli-e-jack-kerouac-deposizione-di-cristo-1966-_2/,Franco Angeli,41.909729,12.477468
Jack Kerouac,"Piazza del Popolo 12, Rome, Italy","September 30, 1966",Event,,Kerouac tours art galleries and churches with Franco Angeli. ,Visit to Cappella Cerasi (Chiesa Santa Maria del Popolo),"Osvaldo Guerrieri ""Roma, l’ubriaco pestato a sangue"" in La Stampa, August 20, 2013.",https://www.lastampa.it/cultura/2013/08/20/news/roma-l-ubriaco-pestato-a-sangue-1.36064682/,Franco Angeli,41.91147275,12.47654627
Jack Kerouac,"Via Mecenate 76, Milano, Italy","September 28, 1966",Event,"Ero lì, seduta vicino a Jack Kerouac, narcotizzato dalle esigenze della società; intorno a lui i tenutari della rispettabilità culturale – con ferie pagate e tredici mensilità, ansiosi di tradire la moglie con la segretaria e di ubriacarsi in segreto il sabato sera, ma puntuali in ufficio il lunedì mattina – si divertivano: e guardavano l’antico ribelle imprigionato per settantasei ore nella trappola di un affitto da pagare, dissero che era una vergogna, almeno alla televisione avrebbe dovuto presentarsi non ubriaco, e sorrisero con condiscendenza, accendendo sigarette di contrabbando con accendisigari senza bollo.",,Interview with Fernanda Pivano (RAI),"Fernanda Pivano, Amici scrittori. Mondadori, 1997: 143.",https://www.youtube.com/watch?v=aaMzDl2Mbco ; https://www.teche.rai.it/2022/03/fernanda-pivano-intervista-jack-kerouac/,,45.4520224,9.245785642
Lawrence Ferlinghetti,"via Cossere 20, Brescia, Italy","October 12, 2004",Event,"Francesco Conz has a real eye for publicity, so that when I went to Brescia to find
the actual house where my father was born, Conz sent a cameraman with me. Arrived
at the address in a rundown neighborhood, I knocked and knocked on the doors of the
small apartment building that now stood there, and got no response whatever. Finally,
a short man in baggy pants, carrying a radiator of some sort, opened a door and started
hollering at us in the local dialect, “Artisti parassiti! Artisti parassiti!” and
told us to get the hell outta there. We complied, but on the way back to our van a
police car zoomed up and had us against a wall while they checked our papers. It was
obvious that these local cops didn’t know what to do with us, as they telephoned someone
to find out. My cameraman meanwhile was filming the whole scene, with me against the
wall, and he immediately sent off his footage to all the major dailies. Sure enough,
out came the headlines, “Italian-American Poet Arrested in Search of His Father,”
etc., in Corriere della Sera and Il Manifesto among others.",Lawrence Ferlinghetti is mistaken for a burglar and arrested on illegal immigration charges.,Arrest on illegal immigration charges,"Lawrence Ferlinghetti, ""Arrested in Brescia, October 12,"" in Writing Across the Landscape. Liveright, 2015: 415.",,,45.544468,10.208239
Lawrence Ferlinghetti,"Rome, Italy","December 13, 1968",Event,"Fell as if into an Inferno of Hieronymus Bosch, thru his Doors of Paradise, into this
fourmillant Rome, thrown headlong as it were into the midst of an enormous ant-hill,
where millions of creatures walked & moaned & laughed & ran & coughed & smoked & squirmed
& sang & lay down & rolled over & struggled for an inch of space, digging their ant-elbows
into their neighbors, gesticulating wildly.",,Visit to Rome,"Lawrence Ferlinghetti, Writing Across the Landscape. Liveright, 2015: 173.",,,41.8933203,12.4829321
Lawrence Ferlinghetti,"Via Bocca di Leone, Rome, Italy","December 14, 1968",Event,"Via Bocca di Leone, the fruit market in the narrow streets, street hawkers, men shouting from window to window, the full bright life of the street, “theater of the streets”—more a commedia dell’arte than guerrilla theater or Living Theater’s Paradise Now. The street scene is still the Italians’ “paradise.” . . . Upstairs, behind closed blinds, on a brass bedstead, an intellectual takes sleeping pills and uses the telephone to call his psychiatrist who also answers in a darkened room in another city in another country where civilization is also continuing to repress Eros, where those who recognize this repression and act upon it are known as anarchists, where even “revolutionaries” say “drugs” and revolution are incompatible . . . the attraction of anarchism today especially among the young (Black Flags in the barricades of Paris & San Francisco) being the attraction of Eros, rather than its political qualities. . . . In “The Mouth of the Lion,” the intellectual turns over in his bed & switches off the light. His sleeping pills are taking effect. He escapes again into his own Eros. The line in my right palm (which a month ago I saw suddenly for the first time, as if it had appeared overnight) just as suddenly seems to be gone. Looked at my palm tonight at dinner in some hotel in Ostia (waiting for a plane) and it just wasn’t there anymore. This hard, sharp line, on the left side of my hand, cut vertically all the way from my heart-line to the base of my life-line. Very strange, how it has disappeared completely. At first I thought it must be the light; I looked more carefully, but it just was not there, the line which a month ago had shocked me by its sudden appearance. Ah, now I do see there is some bare trace of it, as if some threat or great threatened change in my life were now somehow disappearing—not to happen after all. This could very well be. But is this merely a prophecy or a sign of what I should do about my life? The other night, lost as I still am in this Italian Dantesque landscape, I asked whatever supreme power there is in the sky, “for a sign.” “God, give me a sign,” I said, using the word as much as a curseword as for a deity. Maybe this is it. Telling me to “turn back.”",,Visit to Rome,"Lawrence Ferlinghetti, Writing Across the Landscape. Liveright, 2015: 174.",,,41.9046697,12.4808003
Lawrence Ferlinghetti,"Catania, Italy","December 16, 1968",Event,"Flight from Fiumicino, Rome to Catania. The mouth of my palm has closed again. The big line cutting vertically across head-, heart-, & life-line is there stronger than ever as we taxi in darkness to takeoff. In the bright cabin light, the new line is stronger than ever, and there is another even stronger vertical line, which cuts all the other ones, this one having been noted for the first time maybe six months ago. It is now as heavy as the three major lines & strikes directly down the middle of them, except for the bottom life-line which it shies off from “at the last moment.” The “new” line off to the left of it intersects it & comes right down to touch the base of the life-line. All very strange, the meaning of the ancient book à la main—hidden in what superstitious inscrutability? The DC-9 takes off, also inscrutable, into the old inscrutable darkness. . . . Engine whines its Om. . . .",,Trip from Rome to Catania,"Lawrence Ferlinghetti, Writing Across the Landscape. Liveright, 2015: 175.",,,37.5023612,15.0873718
Lawrence Ferlinghetti,"Taormina, Italy","December 1, 1968",Event,"Passed Mount Etna very close up on the port side, snow slopes & peak & then immediately to the Sicilian coast, black land with yellow lights in first dawn, listing over now to some coastal city, probably Catania, Etna on the horizon, filling it like a white ghost in first light, “just another goddamn snow mountain.”

Driving to Taormina, the bright landscape a little like the north of Málaga going to Nerja, only cleaner & more beautiful, with Etna’s top on the far horizon, beyond green hills & olive trees, untrimmed plane trees along the narrow road, and on the other side the blue sea close-up, with a red sun just cleared the horizon, and as soon as it gets clear it turns gold-white. Now gray stone walls & fenced-in orange orchards, small yellow unripe oranges & lemons the size of ping-pong balls on them, with Etna suddenly loomed up huge & close ahead. A Roman pine, with umbrella head, standing out here & there on the coast side, and cactus too & a few palm trees, onward toward Taormina.

Bright, bright, bright in early morning sunlight, bright & green, small stone towns, stucco buildings painted pink, with tile roofs, as in small-town Spain, villas with scarlet forsythia, olive-colored lower slopes of Etna dotted with hamlets. . . . Taormina on a very high bluff in the sky . . . what a place to read poetry aloud!",,Visit to Catania and Taormina,"Lawrence Ferlinghetti, Writing Across the Landscape. Liveright, 2015: 175.",,,37.8517921,15.2856523
Lawrence Ferlinghetti,"Spoleto, Italy","June 27-July 2, 1965 ",Event,"June 29

There is an awful lot of bullshit being passed about at this Spoleto Festival. First the gossip had it that Yevtushenko had refused to come because Ezra Pound was coming, and he considers Pound still a Fascist. (But he did come, performed & left immediately—before Pound arrived.) Yevtushenko arrived in a diplomatic limousine from Rome, read with great histrionics (which caused me to dub him “the Discus Thrower of Muscovy”), and then immediately split in his limousine, without making any contact or establishing any communication with poets from other countries. This is pretty bad, considering that the most important thing to be accomplished by any such international meeting is the establishment of personal rapport & communication with other intellectuals normally unreachable behind the obscene boundaries. . . . Then, to continue with the bullshit, it was rumored that Pound would not come because he didn’t want to meet Ferlinghetti who had recently published in City Lights Journal an English translation of an interview Pound had given to the Italian picture magazine Epoca several years ago which Pound considered bad or upsetting. . . . Yet Pound is now coming on Friday, according to a telegram received from him today. . . .",,"Attended ""Festival dei Due Mondi""","Lawrence Ferlinghetti, Writing Across the Landscape. Liveright, 2015: 108.",http://www.comune.spoleto.pg.it/turismoecultura/wp-content/uploads/2021/02/programma-790x1024.jpg,"Yevgeny Yevtushenko, Ezra Pound",42.7355124,12.7363357
Lawrence Ferlinghetti,"Genoa, Italy","June 22, 1963",Event,"June 22, 1963 Rome—nothing, Firenze—nothing, Pisa—nothing (all because of some nut who constructed a tower on soft ground), Rapallo—nothing (Ezra never made a dent in it)—all caught up in the Great Tourist Disease—the imbecile plague of the epoch (voir les Guides Michelin pour ces conneries touristiques). Finally—Genova, on a sunny Sunday morning—in an old square wedged in next to the docks on the edge of the port—three or four young types making music—two accordions, one sax and clarinet, and a singer—at a table in the little café garden—drinking and singing. In the South they are sunnier—here the accordion music catches the strange sadness of Genovese faces. One at the table, happy drunk, raises an upturned straw-wrapped bottle to his lips just as the clarinet lets out a loud clear high blast, very sweet—creating the illusion of the blast coming out of the end of the bottle . . . little pockets of life, made of illusions . . . moments caught out of darkness, in a curious Italian journey in which I spoke to no one, the phenomena of existence continually passing.",,Visit to Genova,"Lawrence Ferlinghetti, Writing Across the Landscape. Liveright, 2015: 69.",,,44.40726,8.9338624
Lawrence Ferlinghetti,"Spoleto, Italy",June 26-July 2 1965,Event,"Sono un poeta americano che è volato fin qui da Londra con abiti invernali e uno zaino pieno di fogli, per leggere poesie in americano e ascoltarle tradotte in italiano al Festival di Spoleto […] è strano sedere in questo paesaggio italiano, guardare le rondini volteggiare su un giardino a Spoleto, il sole del mattino sulle colline in lontananza, cielo bollente bianco-blu…'","Attended the Spoleto Festival of Two Worlds. Ferlinghetti later wrote about Pound's reading at the festival in the poem “Pound at Spoleto” which first appeared in the 1966 City Lights Journal (no. 3). Following his encounter with Pier Paolo Pasolini at Spoleto, he translates and publishes with City Lights, the Roman poet's Roman Poems anthology.",Attended Festival dei Due Mondi,,http://www.comune.spoleto.pg.it/turismoecultura/2021/02/26/accadde-a-spoleto-lawrence-ferlinghetti-al-festival-dei-due-mondi/,"Charles Olson, Ingeborg Bachman, Rafael Alberti, Barbara Guest, Ezra Pound",42.7355124,12.7363357
Lawrence Ferlinghetti,"Taormina, Italy",1968,Event,,"Ferlighetti was the recipient of the Premio Internazionale di Poesia Etna-Taormina, an international prize sponsored by the Sicilian government. Celebrated “since the days of Virgil,” according to the New Directions publicity release at the time, previous winners included Dylan Thomas, French poet Jules Supervielle, and Italian Nobel Prize winner Salvatore Quasimodo. The prize provided the occasion for another trip to Europe, this one to extend for better than two months.",Awarded the Premio Internazione di Poesia Etna-Taormina,"Barry Silesky, Ferlinghetti: The Artist in His Time. Warner Books, 1990: 163.",,,37.8517921,15.2856523
Lawrence Ferlinghetti,"Torino, Italy","December 12, 1965",Event,"We take off to Rome. . . . [...] down toward Italy, down to the Mediterranean shores, past Turin, past Genoa, and out across the blue flat sea, and in the far distance to the rear the white frozen Alps on the horizon, remote as another planet now, the whole crossing or passage a panorama such as Ruskin never saw or imagined in his famous passage in The Nature of Gothic (or The Stones of Venice?) or that some great bird of passage saw migrating southward over those great mountains or the Apennines.",,Journal Entry,"Lawrence Ferlinghetti, Writing Across the Landscape. Liveright, 2015: 173.",,,45.0677551,7.6824892
Allen Ginsberg,"Piazza del Duomo, 4, Spoleto, Italy","July 8, 1967",Event,"Per oscenità. Per oscenità in questo paese annegato nel sesso (con donne seminude a far pubblicità a stufe elettriche e frigoriferi, con coiti e stupri di ogni genere in technicolor su tutti gli schermi, con reclames cinematografiche laidamente pornografiche) venne arrestato Ginberg per una poesia distribuita al pubblico del reading su pochissime copie stampate al ciclostile […] si dovette aspettare alcuni anni che il processo per oscenità finisse in una misteriosa insabbiatura giudiziaria basata su incomprensibili procedure. Quella sera a Spoleto alcune ore passate in commissariato a fare da interprete, poi finalmente fuori all’aperto, in cerca dell’appuntato che aveva causato, ignaro, il disastro con la denuncia per offrirgli (offerta imprevista) un mazzo di fiori per la sua certo gentile signora.","On July 9, after reading his poem “Who Be Kind To” at Teatro Caio Melisso, Ginsberg gets arrested in a cafè in Piazza del Duomo. In Spoleto, Ginsberg meets Ezra Pound, a poet admired by his father Louis. ",Attended and arrested at the Festival dei Due Mondi,"Fernanda Pivano. C’era una volta un Beat. Arcana, 1976; 110.","http://www.archiviolastampa.it/component/option,com_lastampa/task,search/mod,libera/action,viewer/Itemid,3/page,5/articleid,0115_01_1967_0161_0005_6779910/%20;%20https://allenginsberg.org/2017/06/saturday-june-17/","Alfonso Gatto, Giuseppe Ungaretti, Ezra Pound, Gregory Corso, John Berryman, Gian Carlo Menotti,  Patrick Creagh",42.7351331,12.73941378
Allen Ginsberg,"Piazza Matteotti, Forio, Italy","September 1, 1957",Event,"Mostly it is an Italian resort island, contrasting with Capri which is famously international. I’ll leave here tomorrow morning (Monday) on 5AM boat, catch Naples-Rome train, be in Rome by noon, catch plane that afternoon and arrive in Venice early tomorrow evening. Now sitting in the afternoon, relaxing with lemonade in shady cafe table, writing letters, everything very slow & calm — I’ve been on my feet most of the time till today, tramping, strolling & climbing. 
Found a hostel here, spent last evening arguing furiously & angrily with Auden on the merits of Whitman at a cafe table in “Marie’s Bar” in town of Forio.","Allen Ginsberg visits W.H. Auden in his Ischia's summer home, where the two get into a heated argument about the merits of Walt Whitman and the sensibility that informs New American Poetry.",Meeting and fight with W.H. Auden,"Allen Ginsberg and Louis Ginsberg. Family Business: Selected Letters Between a Father and a Son. Bloomsbury, 2001: 68-70.",https://allenginsberg.org/2011/09/w-h-auden-1907-1973/,W.H. Auden,40.73655215,13.8586126
Allen Ginsberg,"Via Bertola, 6/e, Torino","September 19, 1967",Event,"Il piccolo locale era stracolmo: capelloni dagli stravaganti abiti variopinti, studenti, qualche artista [...] Ginsberg, puntuale, ha iniziato recitando alcune sue poesie pubblicate di recente in un volume edito in Italia. Poi, suonando un monotono organo indiano, ha cantato a lungo ispirandosi alle nenie sacre indù.","Ginsberg
recites his poems
accompanied by
music.",Recital of Jukebox all'idrogeno at Libreria Hellas,"""Il <<recital>> di Ginsberg tra i capelloni torinesi"" in La Stampa, September 20, 1967.","http://www.archiviolastampa.it/component/option,com_lastampa/task,search/mod,libera/action,viewer/Itemid,3/page,7/articleid,0116_01_1967_0223_0007_5033236/","Angelo Pezzana, Nanda Pivano",45.0732542,7.6720684
Allen Ginsberg,"Piazza di Spagna, Rome, Italy","September 4, 1967",Event,"Il poeta americano Alien Ginsberg è stato fermato ieri pomeriggio dalla polizia a Piazza di Spagna mentre si trovava in compagnia di un gruppo di
 «capelloni». Condotto con i suoi amici nella sede del primo distretto di polizia è stato rilasciato dopo tre ore. Indossava una vivace maglietta su 
cui spiccavano i suoi lunghi capelli e la folta barba incolta. […] Sul petto aveva un distintivo che recava la scritta: «Stop the war in Vietnam now»
 (basta con la guerra nel Vietnam subito). Evidentemente gli agenti non lo hanno riconosciuto, la loro azione non era certamente diretta soltanto 
contro di lui e Ginsberg è stato costretto a subire la sorte dei suoi giovani amici. Quando è stato rilasciato non ha nascosto la sua irritazione per 
l'episodio definendolo « illegale » l'azione della polizia contro questi ragazzi «ha hanno il solo torto di portare i capelli lunghi».","Allen Ginsberg is
arrested for the
second time
during his
Italian stay, this
time for hanging
out with other
hippies
(""capelloni"").",Arrested in Rome,"""Il poeta <<beat>> Ginsberg fermato in una retata di capelloni a Roma"" in La Stampa, September 6, 1967. ","http://www.archiviolastampa.it/component/option,com_lastampa/task,search/mod,libera/action,viewer/Itemid,3/page,7/articleid,0116_01_1967_0210_0007_5029896/",,41.9057477,12.4821294
Allen Ginsberg,"Campo San Samuele, Venice, Italy","August 22, 1957",Event,"Allen and Peter visited all the museums and churches of Venice, discovering ancient landmarks at every turn of the dark mysterious passageways. Although Allen didn’t appreciate the Venetian artists as much as he did the Florentine painters of the High Renaissance, he grew to like the sad, troubled paintings of Titian, and the work of Giorgione, whom he compared in sentiment to Keats.","Peter Orlowsky and Allen Ginsberg visit Alan Ansen in Venice before heading to Paris to see Gregory Corso. During their stay, they started a feud with wealthy art collector Peggy Guggenheim, who grew aghast at their ""rude behavior."" ",First trip to Venice,"Bill Morgan, I Celebrate Myself: The Somewhat Private Life of Allen Ginsberg. Penguin, 2007: 251-254.",,"Peter Orlowsky, Alan Ansen, Peggy Guggenheim",45.433439,12.3279107
Allen Ginsberg,"Naples, Italy","August 1, 1957",Event,"In Naples, Allen went to the museum, specifically to see the pornography salvaged from Pompeii, and climbed Mount Vesuvio in the afternoon. Then he walked through the ruins of Pompeii itself and saw the sunset from Herculaneum. The following day he took a ferry out to Capri and from there went on to Ischia, a jagged volcanic island a few miles out in the Tyrrhenian Sea, surrounded by the clearest blue water he had ever seen.",Ginsberg sees Pompeii and Mount Vesuvius.,First trip to Naples,"Bill Morgan, I Celebrate Myself: The Somewhat Private Life of Allen Ginsberg. Penguin, 2007: 251-254.",,Peter Orlowsky,40.8358846,14.2487679
Allen Ginsberg,"Firenze, Italy","July 27, 1957",Event,"Allen continued to have “museum fever” and on July 27 he and Peter left to see the treasures of Florence and Rome. They wanted to see more Fra Angelico and Giotto paintings and spent a long time in the Uffizi. The  museum was filled with pictures of visions and glimpses into mystical events that seemed to speak directly to Allen. It was difficult to decide what masterpiece to concentrate on first; da Vinci, Botticelli, Giotto, and Angelico were all in abundance there. They ended the day by snapping happy pictures of each other in the sunlight on the Ponte Vecchio. Years later, Ansen gave credit to Allen for encouraging him to write verse that summer, which led to the publication of at least half a dozen books of poetry during the rest of his life.",,First trip to Florence,"Bill Morgan, I Celebrate Myself: The Somewhat Private Life of Allen Ginsberg. Penguin, 2007: 251-254.",,Peter Orlowsky,43.7698712,11.2555757
