Author,Location,Date,Kind,Quote,Description,Event,Source,Resources,Notable People Involved,lat,lon
Jack Kerouac,"Anzio, Italy",1968,Projected,"Anzio: that was, as we say nowadays, Churchill's goof. How
can you have a bunch of men wait ashore under hill-protected
fire? Right down on them. And after that Mark Clark had
the nerve to march on Rome when everybody in his right
mind knew that he should have marched to the Adriatic and cut
off the Germans in half? No, he wanted to be laureled in Rome.","On March 2, 1944, Sammy Sampas, Kerouac's best childhood friend and later brother-in-law, died of the wounds he sustained at Anzio, where he took part in the U.S. Army's liberation of Italy.",Reference to Anzio in Vanity of Dulouz,"Jack Kerouac, Vanity of Duluoz. G.P. Putnams's Sons, 1968: 164.",,,41.4471008,12.6285618
Jack Kerouac,"Salerno, Italy",1968,Projected,"This is my laurel wreath: he may be damned for the dead
of Salerno too. But you cant court-martial",,Reference to Salerno in Vanity of Dulouz,"Jack Kerouac, Vanity of Duluoz. G.P. Putnams's Sons, 1968: 164.",,,40.6803601,14.7594542
Jack Kerouac,"Naples, Italy",1968,Projected,"""You know what, Pretty Boy, Baby Face, you aint no able-
bodied seaman. By the time I'm done with you ..."" I sensed
he wanted a fight. The other guys didnt care. I began to see that
there was something homosexual about his prod and dare. I wasnt about to sail all the way to Naples with a 230-pound
homo bosun.",,Reference to Naples in Vanity of Duluoz,"Jack Kerouac, Vanity of Duluoz. G.P. Putnams's Sons, 1968: 262.",,,40.8358846,14.2487679
Jack Kerouac,New York City,1968,Projected,"[...] the library itself [...] with the names engraved in stone forever: ""Goethe...Voltaire...Shakespeare...Molière...Dante."" ",,Reference to Dante in Vanity of Duluoz,"Jack Kerouac, Vanity of Duluoz. G.P. Putnams's Sons, 1968: 67.",,,40.7127281,-74.0060152
Jack Kerouac,Italy,1972,Projected,"I did that exact thing in 1944 when
getting my Coast Guard pass for the run to Italy on the Holt Johnson and was embedding my
beautiful prick in the beautiful soft, wet between-legs slam of Cecily Wayne and coming with a
bulging head.",,Reference to Italy in Visions of Cody,"Jack Kerouac, Visions of Cody. McGraw-Hill, 1972: 60.",,,42.6384261,12.674297
Jack Kerouac,New York City,1972,Projected,"Cody has a broken nose that gives a ridge to his
bone, Grecian and slight, and a soft nose-end that only slightly Romanizes down but not like a
banana nose, it is exactly the nose of a Roman warrior or prelate and like a nose I once saw in the
sketches of Leonardo da Vinci that he has made in the sunny streets of active day in old medieval
Italy (the Renaissance, like its name, was really French) a curly downward nose-tip like angry old
men...",,References to Italian culture in Visions of Cody,"Jack Kerouac, Visions of Cody. McGraw-Hill, 1972: 177.",,,40.7127281,-74.0060152
Jack Kerouac,New York City,1972,Projected,"Nothing awaited him there, he was on a wildgoose chase, he was being given the runaround by Fate. Stories, promises of Italy—I’d said “We’ll go to Italy with my money,” which was
nonexistent and never showed up—He faced the bleak East and winter—It was a prophetic night when we dug Skid Row in the cold wind, thinking about his father. In New York, upon
our arrival there, he immediately met his third wife to be. [... ]Cody hoped to use New York as a port to Italy and Europe or anything and so’d come crushing in as he did, got married so
fast, exploded so soon again, was now returned blind and blank.",,Cody Dreams of Leaving for Italy in Visions of Cody,"Jack Kerouac, Visions of Cody. McGraw-Hill, 1972: 222-223.",,,40.7127281,-74.0060152
Jack Kerouac,Rome,1972,Projected,"""There, too, I see flickers like the fires of Hannibal’s camp
across the plains of Rome""",,Reference to Ancient Rome in Visions of Cody,"Jack Kerouac, Visions of Cody. McGraw-Hill, 1972: 24.",,,41.8933203,12.4829321
Jack Kerouac,Italy,1957,Projected,"""I have here,"" I said, ""the sum of eighty-three dollars and change, and if you come with me let's go
to New York-and after that let's go to Italy.""
""Italy?"" he said. His eyes lit up. ""Italy, yass-how shall we get there, dear Sal?""
I pondered this. ""I'll make some money, I'll get a thousand dollars from the publishers. We'll go dig
all the crazy women in Rome, Paris, all those places; we'll sit at sidewalk cafes; we'll live in
whorehouses. Why not go to Italy?""
""Why yass,"" said Dean, and then realized I was serious and looked at me out of the corner of his
eye for the first time, for I'd never committed myself before with regard to his burdensome
existence, and that look was the look of a man weighing his chances at the last moment before the
bet. There were triumph and insolence in his eyes, a devilish look, and he never took his eyes off
mine for a long time. I looked back at him and blushed.
I said, ""What's the matter?"" I felt wretched when I asked it. He made no answer but continued
looking at me with the same wary insolent side-eye. ",,Sal and Dean Dream of Leaving for Italy in On The Road,"Jack Kerouac, On The Road. Viking Press, 1957: 117.",,,42.6384261,12.674297
Lawrence Ferlinghetti,"Coney Island, New York, United States",1958,Projected,"Not like Dante
discovering a commedia
upon the slopes of heaven
I would paint a different kind
of Paradiso
in which the people would be naked
as they always are
in scenes like that because it is supposed to be
a painting of their souls but there would be no anxious angels telling them
how heaven is
the perfect picture of
a monarchy and there would be no fires burning
in the hellish holes below in which I might have stepped
nor any altars in the sky except
fountains of imagination",,Reference to Dante's Paradiso in A Coney Island of the Mind,"Lawrence Ferlinghetti, A Coney Island of the Mind City. Lights Books, 1958: 28.",,,40.575272,-73.99157
Lawrence Ferlinghetti,"Sicily, Italy","June 21, 1963",Projected,"June 21, 1963 Left Tunis by air, there being no bateaux for a week. I wanted to see Sicily, but no transportation for several days except to Rome. So Sicily will remain, along with les îles grecques, among those last wild places one might still go & live. ",,Lust for Sicily from Tunis,"Lawrence Ferlinghetti, Writing Across the Landscape. Liveright, 2015: 69.",,,37.587794,14.155048
Lawrence Ferlinghetti,"Rome, Italy",1958,Projected,"I was in India
when Rome was built.'",,Reference to Ancient Rome in A Coney Island of the Mind,"Lawrence Ferlinghetti, ""Autobiography,"" in A Coney Island of the Mind City. Lights Books, 1958: 61.",https://poets.org/poem/autobiography,,41.8933203,12.4829321
Allen Ginsberg,"Venice, Italy","August, 1960",Projected,"There in Venice glittering in Canal Grande in Front of San Giorgio
Maggiore Gondola' d to cream the fabulous tourist [...]
Long horns of Montpellier, Milan screaming and San Marco rocking in
Venice like a great golden calliope.",Poem,First trip to Venice,"Allen Ginsberg, Collected Poems, 1947-1997. Penguin, 2001.",,,45.4371908,12.3345898
