Author,Location,Date,Kind,Quote,Description,Event,Source,Resources,Notable People Involved,lat,lon
Allen Ginsberg,"Villadeati, Italy",Mid-1960s,Event,"«Indubbiamente la sua performance di mostrarsi tutto nudo ottenne l'effetto
voluto. E poi avevano ragione i bambini: sembrava veramente un mostro,
con la barba e i capelli lunghi e la faccia di uno nato vecchio,
mentre il corpo era bellissimo, muscoloso e asciutto come quello di un
adolescente». [...] 
Si era bevuto fino a tardi e Celli - che era autore di poesie e fondatore
della rivista surreal-sperimentale Malebolge -, in preda ai fumi dell'alcol,
sfidò Ginsberg, che fumava marijuana, ad una gara per vedere chi
perdeva prima la ragione. «Ma Ginsberg mi disse che si trattava di una
competizione impossibile - racconta Celli - perché la ragione non è
facilmente definibile».","Ginsberg is
found naked in
Villa Feltrinelli
after a night of
partying by
Sanguineti's
children.","Party at Villa 
Feltrinelli","""Allen nudo e fumato nel prato di Inge"" in La Stampa, May 11, 1994. ","http://www.archiviolastampa.it/component/option,com_lastampa/task,search/mod,libera/action,viewer/Itemid,3/page,21/articleid,0738_01_1994_0127_0021_10087076/","Gruppo 63,
Edoardo
Sanguinetti
Inge Feltrinelli,
Giangiacomo 
Feltrinelli,
Giorgio Celli
Nanni Balestrini
Adriano Spatola
Giorgio Celli",45.072252,8.167932
Allen Ginsberg,"Milan, Italy",September 1967,Event,,,"Location where ""Pentagon Exorcism"" was written","Bill Morgan, I Celebrate Myself: The Somewhat Private Life of Allen Ginsberg. Penguin, 2007: 442.","""Pentagon Exorcism"" in Allen Ginsberg, The Fall of America: Poems of These States, 1965-1971. City Lights, 1972.",,45.4641943,9.1896346
Allen Ginsberg,"Milan, Italy","September 29, 1967",Event,,"Once his parents had departed, Ginsberg moved in with Nanda Pivano and her husband, Ettore Sottsass, in Milan. He spent his days touring the city, admiring artworks by Caravaggio and Raphael in the Brera Palace and exploring the exquisite marble Duomo. Ginsberg's stay at Nanda's spacious apartment was a step up from his usual modest lodgings during his travels. He was provided with a key to a two-room guest suite, granting him the freedom to move about at his convenience.",Visit to Milan,"Bill Morgan, I Celebrate Myself: The Somewhat Private Life of Allen Ginsberg. Penguin, 2007: 442.",,"Ettore Sottsass,
Nanda Pivano",45.4641943,9.1896346
Allen Ginsberg,"Venice, Italy",November 1967,Event,,,"Location where ""Elegy Che Guevara"" was written","Bill Morgan, I Celebrate Myself: The Somewhat Private Life of Allen Ginsberg. Penguin, 2007: 251-254.","""Elegy Che Guevara"" in Allen Ginsberg, Collected Poems, 1947-1997. Penguin, 2001.",,45.4371908,12.3345898
Allen Ginsberg,"Calle Querini 252, Venice, Italy",November 1967,Event,,"house located near Pound's residence on Calle Querini. True to his word, he arrived promptly for a scheduled lunch, bearing records as gifts. He brought along the Beatles' 'Sgt. Pepper's Lonely Hearts Club Band,' Dylan's 'Blonde on Blonde,' and Donovan's 'Sunshine Superman,' hoping to introduce Pound to these works.",Ginsberg's meeting with Erza Pound,"Bill Morgan, I Celebrate Myself: The Somewhat Private Life of Allen Ginsberg. Penguin, 2007: 251-254.",https://books.google.it/books/about/The_Fall_of_America_Poems_of_These_State.html?id=qlGQbMH_BcIC&redir_esc=y,"Erza Pound,
Olga Rudge",45.42937,12.33311
Allen Ginsberg,"Rome, Italy",1957,Setting,"Look at all these broken stones,
and by the wall
The rainstained fragment of an ass
a human ass
was here two thousand years ago - some boy turned round stuck out his
behind and posed
Michelangelo remembered when the palaces had fallen -
When the cities are forgotten there'll be a human ass",,"""Forum, Rome""","Allen Ginsberg, Journals Mid-Fifties, 1954-1958. HarperPerennial, 1995: 372",,,41.8933203,12.4829321
Allen Ginsberg,"Venice, Italy",August 1957,Event,"Shortly after Allen and Peter arrived, Ansen threw a small party and invited his friend, the wealthy art collector Peggy Guggenheim […] Allen and Peter were a little too rough around the edges for her […] they wiped their perspiration away with a big sweaty towel that they continually tossed back and forth to each other across the table […] Peggy was hit in the head by the sweaty towel, but Ansen testified she was never physically struck, only aghast at their rude behaviour. ","During an event, Allen and Peter meet Peggy Guggenheim, who feels uncomfortable with their behavior",Allen and Peter meet Peggy Guggenheim ,"Bill Morgan, I Celebrate Myself: The Somewhat Private Life of Allen Ginsberg. Penguin, 2007: 251-254.",,"Peter Orlovsky, Peggy Guggenheim, Alan Ansen",45.4371908,12.3345898
Allen Ginsberg,"Venice, Italy",June 1995,Event,"With a full schedule, Allen flew off to exhibit of his 108 photographs during the Biennale […] A beautiful book of photographs of Yamagata’s and Ginsberg’s work was published for the occasion.",The Biennale hosts an exhibition of Ginsberg's photographs,Exhibition of Ginsberg's photographs at the Venice Biennale,"Bill Morgan, I Celebrate Myself: The Somewhat Private Life of Allen Ginsberg. Penguin, 2007: 251-254.",,Hiro Yamagata,45.4371908,12.3345898
Allen Ginsberg,"Milan, Italy","October 18, 
1967",Event,"Dear angelic Ginsberg. Last night I heard you say everything that came 
into your mind about New York and San Francisco, with their flowers. I 
have told you something about Italy (flowers only to be found in flower 
shops) [...]
Your bourgeoisie is a bourgeoise of insane people, mine of idiots [...] You rebel against insanity with insanity (giving flowers 
even to  policemen), but how can one revolt against idiocy?",A note Pasolini left Ginsberg the day after their first encounter,Encounter with Pier Paolo Pasolini,"Pier Paolo Pasolini, ""Lettera ad Allen Ginsberg,"" accessed online at The Allen Ginsberg Project.",https://allenginsberg.org/2016/11/remembering-pasolini/,Nanda Pivano,45.4641943,9.1896346
Allen Ginsberg,"Rapallo, Italy",Fall 1967,Event,"Drive up to Rapallo from Bogliasco on super bridge across green-castled canyons, bright day and blue water between railroad and hedged cypress— 
      Pound rose from garden chair as we rounded path from road surveying downhill large red house gardened. We sat, drank wine under a tree. I opened Indian harmonium and sang Hare Krishna.  
      After lunch we drove to Portofino—he silent in car—ivory handled cane at side—sat on the quay, he drank iced tea. Long time quiet. Ancient paranoid silent— 
“Did you ever try hashish all these years?” I was curious. He looked at me, blinked eyes, shook thin white-bearded cheeks, no, twice— 
",,First Encounter with Ezra Pound,"Allen Ginsberg, The Fall of America Journals, 1965-1971 (edited by MIchael Schumacher), University of Minnesota Press, 2022",https://www.facebook.com/therealallenginsberg/photos/a.1797014307026361/3507019692692472/?type=3,"Ezra Pound, Nanda Pivano, Ettore Sottsass",44.35175,9.22277
Allen Ginsberg,"Harry's Bar, Venice, Italy",1957,Event,,"During his 1957 and 1967 stays in Venice, Ginsberg was a regular at this historical venue in Calle Vallaresso regularly attended by expats such as Barbara Hutton, Katherine Hepburn, Gary Cooper, Giancarlo Menotti, Peggy Guggenheim, Orson Welles, Frank Lloyd Wright, Joe di Maggio, Truman Capote and Ernest Hemingway.",Ginsberg at Harry's Bar,,https://64.media.tumblr.com/15078ed71b88b9a528ca35ea5562b5dd/tumblr_p0sws0d8Rw1rf1jvro1_1280.jpg,,45.43241,12.33715
