Author,Location,Date,Kind,Quote,Description,Event,Source,Resources,Notable People Involved,lat,lon
Gregory Corso,"Castelporziano, Italy",28-06-1979 to 30-06-1979,Event,"Feci venire gli amici americani a leggere poesie. Vivevano tutti in questa casa. Gregory Corso, che non voleva dormire in una casa borghese, trascorreva la notte sulle panchine nel giardino lì fuori.",,1979 Castelporziano Festival,"""Con Ginsburg e Sanguinetti, giorno e notte sulla spiaggia,"" in La Stampa, June 22, 1979. See also: ""La mia America a via Lungara,"" in La Stampa, July 6, 2000. http://www.archiviolastampa.it/component/option,com_lastampa/task,search/mod,libera/action,viewer/Itemid,3/page,14/articleid,0431_01_2000_0181_0014_4363823/%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20https://www.culturedeldissenso.com/festival-internazionale-dei-poeti-di-castel-porziano/%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20http://www.archiviolastampa.it/component/option,com_lastampa/task,search/mod,libera/action,viewer/Itemid,3/page,6/articleid,1074_01_1979_0138_0007_23613103/","http://www.archiviolastampa.it/component/option,com_lastampa/task,search/mod,libera/action,viewer/Itemid,3/page,14/articleid,0431_01_2000_0181_0014_4363823/                                                                           http://www.archiviolastampa.it/component/option,com_lastampa/task,search/mod,libera/action,viewer/Itemid,3/page,6/articleid,1074_01_1979_0138_0007_23613103/ ","Geaorge Baker, Amiri Baraka (LeRoi Jones), Dario Bellezza, Gerald Bissinger, William Burroughs, Ignazio Buttitta, Victor Cavallo, Giuseppe Conte, Gregory Corso, Corrado Costa, Maurizio Cucchi, Milo De Angelis, Diane di Prima, Evgenji Evtušenko, John Giorno, Lawrence Ferlinghetti, Allen Ginsberg, Brion Gysin, Giorgio Manacorda, Dacia Maraini, Nico Orengo, Aldo Piromalli, Fernanda Pivano, Marcelin Pleynet, Antonio Porta, Jaqueline Risset, Denis Roche, Amalia Rosselli, Marialuisa Spaziani, Ivano Urban, Sebastiano Vassalli, Cesare Viviani, Johann W. Von Goethe, Valentino Zeichen.",41.6776293,12.38518832
Gregory Corso,"Spoleto, Italy","from 06-29, 1967 to 07-16,1967",Event,,,Attended 1967 Edition of Festival dei Due Mondi,"Gregory Corso, ""Man"" in The World's Great Poets Reading at the Festival of Two Worlds in Spoleto, Italy. Applause Productions, 1970.",https://www.youtube.com/watch?v=SkWKHA0jwK8&t=1443s,"Giancarlo Menotti, Allen Ginsberg, John Berryman",42.7355124,12.7363357
Gregory Corso,"Rome, Italy",1988,Setting,"Oh Roma! Io molto tragico, io no home, no papa, no mamma. Ah, no dente! No bella donna, no Dio, niente solo io! A Roma... ",Recorded in Milan.,"""Ah Roma!""","""Ah Roma! – Corso & Kuipers,"" in The Allen Ginsberg Project, July 9, 2012. ",https://allenginsberg.org/2012/07/ah-roma-corso-kuipers/,Francis Kuipers,41.8933203,12.4829321
Gregory Corso,"Via Castello, Miglionico, Italy",,Italian America,,,Michelina Colonna's (Corso's mother) Birthplace,,,,40.5686055,16.5002153
Gregory Corso,Calabria,,Italian America,,,Sam Corso's Birthplace,,,,39.0565974,16.5249864
Gregory Corso,"Florence, Italy",1958,Setting,"No sign of Spring!
Florentine sentinels
from icy campanili watch for a sign—
Lorenzo dreams to awaken bluebirds Ariosto
sucks his thumb.
Michelangelo sits forward on his bed . . .
awakened by no new change.
Dante pulls back his velvet hood, his eyes are
deep and sad.
His great dane weeps.
No sign of Spring!
Leonardo paces his unbearable room . . . holds
an arrogant eye on die-hard snow. Raffaelo steps
into a warm bath ... his long silken hair is dry
because of lack of sun.
Aretino remembers Spring in Milan; his mother,
who now, on sweet Milanese hills, sleeps.
No sign of Spring! No sign!
Ah, Botticelli opens the door of his studio.",,"References to Milan and Florence in ""Botticelli’s ‘Spring”","Gregory Corso, ""Botticelli's Spring"" in Gasoline & Vestal Lady. City Lights, 1958: 34.",,,43.7698712,11.2555757
Gregory Corso,"Milan, Italy",1958,Setting,"No sign of Spring!
Florentine sentinels
from icy campanili watch for a sign—
Lorenzo dreams to awaken bluebirds Ariosto
sucks his thumb.
Michelangelo sits forward on his bed . . .
awakened by no new change.
Dante pulls back his velvet hood, his eyes are
deep and sad.
His great dane weeps.
No sign of Spring!
Leonardo paces his unbearable room . . . holds
an arrogant eye on die-hard snow. Raffaelo steps
into a warm bath ... his long silken hair is dry
because of lack of sun.
Aretino remembers Spring in Milan; his mother,
who now, on sweet Milanese hills, sleeps.
No sign of Spring! No sign!
Ah, Botticelli opens the door of his studio.",,References to Milan and Florence in ‘Botticelli’s ‘Spring”,"Gregory Corso, ""Botticelli's Spring"" in Gasoline & Vestal Lady. City Lights, 1958: 34.",,,45.4641943,9.1896346
Gregory Corso,"Piazza San Marco 1, Venice, Italy",1962,Setting,"I where I stand Venice Aging my modern vision
on winged lions Impossible dreamer of cloaks
and masks Counting passion madrigals
variegated figs Where I stand Venice aging
counting
Peepholes in my Ducal Palace stay I simply saw
the proudest Doge Superior favorable come to
steal Some wandering look from my eyes
I where I stand",,"Palazzo Ducale in ""I Where I Stand""","Gregory Corso, ""I Where I Stand,"" in Long Live Man. New Directions: 1962.",,,45.4344601,12.3391221
Gregory Corso,"Rome, Italy",1962,Projected,"but you are old old you are Rome the wisdom of
time — and no crow maketh your snowy head
its home",,"Reference to Ancient Rome in ""After Reading 'in the Clearing'""","Gregory Corso, ""After Reading 'in the Clearing',"" in Long Live Man. New Directions: 1962.",,,41.8933203,12.4829321
Gregory Corso,"Rome, Italy",1989,Setting,"Poor Italia
Now that I’m in Italy older
I meet these angel ladies of the
Great War
and smart are they,
the children of fascists
they moan, “Oh Gregory, we are
the product of our fathers""",,"""A Poem Begun to See How Good My Head Still is""","Gregory Corso, ""A Poem Begun to See How Good My Head Still is,"" in Mindfield. Thunder's Mouth, 1989: 31.",,,41.8933203,12.4829321
Gregory Corso,"Catania, Italy",1988,Event,"In 1988 he visited Catania. There he went to Centro d' informazione d' arte contemporanea for a meeting, then he went to Teatro Massimo Bellini to see a stage play of Goethe's Faust.",,Visit to Catania,"""Le notti siciliane di Corso poeta della beat generation,"" in La Repubblica, June 27, 2009",https://ricerca.repubblica.it/repubblica/archivio/repubblica/2009/06/27/le-notti-siciliane-di-corso-poeta-della.html,,37.5023612,15.0873718
Gregory Corso,"Castel di Tusa, Italy",1990,Setting,"Dalla materia che non esiste
sono entrato in un labirinto
uscito e salito su un’onda blu
ho poi finito discendendo una caverna
stanco; passai per un albergo sfatto
e là sognai una casa finale
Il fiume scorre sotto al mare
e una finestra dischiude il cielo
mi chiedo se mai vedrò
una mucca porporina volare
Qui in Sicilia
Dio, Cristo, la Madonna,
Lei la madre di suo padre
figlia di suo figlio
Altrove; la divina stella rossa di Marx
si oscura
Tanto tempo fa Serse ispezionando le sue vaste
divisioni gridò: Tra cento anni non saranno più!
Sicilia non Italia
Palermo tragico
Santo Stefano bello
Un giovane ricco sa che morirà
Egli crea la bellezza
e mi domanda perché?
Io, anch’io sto morendo
in vista di tutto ciò
il compito di quel che accade in vita
potrebbe essere possibilmente vero
io dico: restaura le tue case
e bada alla semina della tua terra
possiamo sempre attraversare lo stretto di Messina
Quando un tipo come me cambia terreno
non è senza uno scopo
Sono sempre nei pasticci con gli italiani
le mie parole non significano ciò che sembrano significare
Hai mai fatto la traversata in barca verso l’attica?
Chi è incapace di evitare il pedaggio?
Più vecchio sei più velocemente diventi più vecchio
nel tuo desiderio di servire i tuoi interessi
non distruggerò i tuoi forzieri
ti do tre strofe e un Darico
l’amore
Una volta sotto la zampa della sfinge
l’uomo fece un’apertura
il fragrante soffio d’antico Egitto
uscì fumante
Oh come sognai di fiutare
l’aria vecchia tremila anni!
Ora ai tempi miei un uomo ne ha fatta
un’altra sottoterra
la fine della quale
contiene un’altra nave solare
l’odore è nuovo e madido
ancora in tempo (perché il tempo ospita)
il profumo dell’oggi
raggiungerà il naso del domani
Molte caverne ho conosciuto
una nella quale mia nonna
aveva cura di capre e limoni di Calabria
Cuma, studiai le foglie cadute
il venato messaggio su esse
ed imparai che la profezia era morta
Tusa, dove nessun orso andò mai in letargo,
aveva un pipistrello dentro la sua caverna
che era stata fatta d’un uomo.

",,Poem attributed to Gregory Corso,Unknown,https://www.ateliersulmare.com/en/poesia_fiumara_en.html,,38.0082522,14.2524111
Gregory Corso,"Cinecittà, Roma, Italy",1990,Event,"Gregory Corso made a cameo appearence in the movie ""The Godfather part III"", directed by Francis Ford Coppola.",,Cameo in The Godfather III,"Francis Ford Coppola, dir. The Godfather 3. Paramount, 1990.",https://youtu.be/cjKl-SxR0rE?t=328,Francis Ford Coppola,41.8493002,12.5743771
Gregory Corso,"Rome, Italy",Early 1980s,Event,"Gregory Corso straniero lo fu ovunque, non solo a Roma nei primi anni '80, tra Campo de' Fiori e il Beat 72, il Folk' s Studio di via Sacchi e il Music Inn, il bar di San Callisto e l' altra vineria del ""Tedesco"" in via del Governo Vecchio, e in tutti gli altri luoghi in cui si può testimoniare di averlo visto parlare, ridere, creare, bivaccare.",,First Long Term Residence in Rome,"""Vita aliena di Gregory Corso nella Roma di angeli e spiriti,"" in La Repubblica, May 22, 2007 ",https://ricerca.repubblica.it/repubblica/archivio/repubblica/2007/05/22/vita-aliena-di-gregory-corso-nella-roma.html ,,41.8933203,12.4829321
Gregory Corso,"Rome, Italy",1980s,Setting,"My beliefs in Roma (""Il mio credo a Roma"") è una poesia di Corso in 12 frasi numerate, nello stile degli elenchi. La prima frase dal sapore buddista dice: ""Io non sono Dio; Dio è me. Io non sono tutto; Dio è tutto. Io non sono te; Dio lo è. Io non sono l' albero; Dio lo è. Dio è me è te l' albero"". L' ultima dice: ""Può darsi che io non sappia tutto quel che c' è da sapere ma so con certezza che non c' è poi così tanto da sapere"". In mezzo, al punto 6 leggiamo: ""Per i sacerdoti di Apis la vacca è sacra. Che cosa è sacro per la vacca?"" Il lungo soggiorno di Corso a Roma ebbe per lui un significato più profondo. Oltre a vantare mitiche radici italiane (""Io sono di una razza ricca del tempo delle terra / Mia nonna era una donna delle caverne / nei monti di Calabria / e sorvegliava le capre, le pecore, e gli alberi di limone / dove Pitagora faceva lezione.. .""), Corso era un poeta erudito sull' arte e la storia. Roma fu per lui, nella sua ricerca di identità e appartenenza, un luogo in cui afferrare, non importa se illusoriamente, radici antiche, e placare un po' la fuga da se stesso e il viaggio all' inferno. Fu un luogo simbolico, ma cosa può anelare un poeta se non a una relazione simbolica, che è la più alta - se si pensa che nell' antichità il symbolon suggellava il patto di ospitalità e protezione che si dava allo straniero? Di sicuro Roma era il luogo in cui volle restare: dove cioè i suoi resti, anche solo in cenere, in simbolo, permanessero a fianco di quelli del suo amato Shelley nel cimitero acattolico detto degli Inglesi, o dei Poeti, al Testaccio. E così fu.",TBD (FIX),"""My Beliefs in Roma"" ","""Vita aliena di Gregory Corso nella Roma di angeli e spiriti,"" in La Repubblica, May 22, 2008",https://ricerca.repubblica.it/repubblica/archivio/repubblica/2007/05/22/vita-aliena-di-gregory-corso-nella-roma.html ,,41.8933203,12.4829321
Gregory Corso,"Rome, Italy",1960,Setting,"Via Sacra I look down upon you,
my ownself tribunal,
before six-columned Saturnus
and tri-graced Castor and Pollux",,"""On Palatine""","Gregory Corso, ""On Palatine,"" in The Happy Birthday of Death. New Directions, 1960: 63.",,,41.8933203,12.4829321
Gregory Corso,"Florence, Italy",1960,Setting,"
Composed, to the series by Giotto, on a hill in Fiesole overlooking Florence, Spring 1960

FRANCIS & THE BIRDS

I praise you your love,
Your benediction of animals and men,
When the night-horn blew,
And the world’s property was disproportioned, Where ere the winged children,
The rabbit,
The afterglow —
Good human tree, birds come to rest;
Not only those which chirp But also those that honk and caw;
I see you with eagle,
Penguin, vulture, seagull;
Nor be it a bird
But an elephant, a herd!
All on your goodly compassionate shoulders.

FRANCIS & THE MIRACLE OF THE WATER

I’m thirsty for something,
something old and hard as rock;
and I don’t doubt my thirst will be satiated —
Ab initio intro, Greek marble breasts did abláctate me; how can I doubt you’d the Bright Plumber’s wand to turn the old hard rock’s faucet on —

SAINT FRANCIS HOLDING THE CHURCH FROM FALLING

The Church is steadfast.
Computers pistons engines hydros dynamos museum it; All is real estate.
What once gave light to dark Now gives dark to light.
The Church should not fall But walk away
And leave behind the glory of its stay —
What is Church?
A mink-necked eccelesiastic with problematical shouts? Trinklet tabernacles with sacred and profane truths? The morning high mass for a dead child in carnations? The evening stillness of an old priest in prayer?
Church is quiet!
Even Lucifer, that once great rebel, is stilled.
St. Sebastian no longer stands full-bodied;
The arrows cling to bone.
I see Christ a skeleton on the cross.
If the Church falls and stone does fall,
If Church-idea is forgotten and ideas are forgotten,
I know within my soul that Christ will always be. Nothing can erase that wonder of man;
Not bomb not anti-Christ nor thought nor me.
Christ is the victory of man
And so made your life, Francis, and most our history —

FULL LENGTH PORTRAIT OF SAINT FRANCIS

Francis, are you any stranger than Sitting Rull?
You are gone,
And gone the Andrews Sisters too.
What do I really know of you?
That you sent man forth naked And yourself sent;
That you spun your lovers under sun to faint And rise wherever and depart there;
That you made vacant by wish a pig’s foot And so wept the vacancy And so blessed the vacanter —
Francis, I speak to you full:
What good that which is not dead and can do nothing And with cunning complaints to life lives And threatens to die and dies not?
What good the present that sets Like a vaporous tent on the past And sits within a beady prophet of future?
What good that neo-architect
Drenched in the pageant of roseate Rabylon
Scheming crumbling cities to come?
I ask what good anything If the death-law be enforced?
Death is not man’s property
Yet man has raised a vast Hilton there —
What good the holy father holding his right hand over man
When man marries and breeds children
And at his Sunday table upholds the death-law?
What good what is blest by fortune and external harmony When judgment makes up the middle And carrion-things harbor the circle full?
What good what augments water so to give increase to water?
The fish that follows water is to the time of water;
More water makes not for more time —
What good a proper frame of mind on which foundations rest When what is built thereon has no permanence?
What good the magnificent wonders of man If man hurt another man?
What good armies if they are not painted ones?
What good mothers if they give birth In spite of armies and death-law?
What good Hemingway if electric chair?
Francis, I am nearing thirty And have not died as I romantically wished And I am glad that I will be thirty Because I find man indeed life’s victory.
So hail every baby born by every mother For each child is the second coming, yes!
Welcome new age! New space! New whatever!
I feel you near, I hear!
Future Exarchs and Viceroys and Savoies, hail!
Hail magnificent nudity!
I kiss you, little Lichtenstein!
Birth and millennium, Francis, Giotto,
Hail —

FRANCIS CHASING THE DEMONS OUT OF THE CITY

What good you Tritons and Nereids
with your tridents and sea-wreaths when there’s Alcatraz?
What good you Statue of Liberty or Galatea,
the sea is hardly free,
Rikers Island, Ellis Island, Welfare Island; there the demons, those sad mad structures, where wardens, executioners, and guards feast; it’s not Mithras kills their eat, nor the wine they drink be Bacchus kind —",Homage to the great frescoes of the life of St. Francis by the painter Giotto.,"""Saint Francis""","Gregory Corso, ""Saint Francis,"" in Long Live Man. New Directions: 1962.",,,43.7698712,11.2555757
Diane Di Prima,"Santi Cosma e Damiano, Italy",1971,Italian America,"Today is your
birthday and I have tried
writing these things before,
but now
in the gathering madness, I want to
thank you
for telling me what to expect
for pulling
no punches, back there in that scrubbed Bronx parlor
thank you
for honestly weeping in time to
innumerable heartbreaking
italian operas for
pulling my hair when I
pulled the leaves off the trees so I'd
know how it feels, we are
involved in it now, revolution, up to our
knees and the tide is rising, I embrace
strangers on the street, filled with their love and
mine, the love you told us had to come or we
die, told them all in that Bronx park, me listening in
spring Bronx dusk, breathing stars, so glorious
to me your white hair, your height your fierce
blue eyes, rare among italians, I stood
a ways off, looking up at you, my grandpa
people listened to, I stand
a ways off listening as I pour out soup
young men with light in their faces
at my table, talking love, talking revolution
which is love, spelled backwards, how
you would love us all, would thunder your anarchist wisdom
at us, would thunder Dante, and Giordano Bruno, orderly men
bent to your ends, well I want you to know
we do it for you, and your ilk, for Carlo Tresca,
for Sacco and Vanzetti, without knowing
it, or thinking about it, as we do it for Aubrey Beardsley
Oscar Wilde (all street lights shall be purple), do it
for Trotsky and Shelley and big/dumb
Kropotkin
Eisenstein's Strike people, Jean Cocteau's ennui, we do it for
the stars over the Bronx
that they may look on earth
and not be ashamed.","Poem written by Di Prima for Domenico Mallozzi, her Italian American grandfather. Mallozzi was a tailor and anarchist—he was rumored to be friends with Emma Goldman—who had immigrated from San Cosimo and Damiano, a small town in the Latina provice of Italy. Domenico and his wife Antonietta Rossi landed in the United States in 1898 and took residence at 69 Thompson Street.","""April Fool Birthday Poem for Grandpa""","Diane Di Prima, ""April Fool Birthday Poem for Grandpa,"" Revolutionary Letters. City Lights, 1971: 5.",https://www.youtube.com/watch?v=obk1dGLm_1g,,41.3001731,13.8139274
Diane Di Prima,"Venice, Italy",1973,Setting,"the alleys of Venice
toothed lanes of Paris,
the roofs
& dank port of Genoa stone streets
arching over our voices in
Bologna slick
w/ tears & blood, spittle
of donkeys",,"References to Venice, Genoa, and Bologna in ""A Part of the Thousand Ways to Say Goodbye (Psyche to Amor)""","Diane Di Prima, ""A Part of the Thousand Ways to Say Goodbye (Psyche to Amor),"" in Loba. Penguin, 1998: 206.",,,45.4371908,12.3345898
Diane Di Prima,"Genoa, Italy",1973,Setting,,,"References to Venice, Genoa, and Bologna in ""A Part of the Thousand Ways to Say Goodbye (Psyche to Amor)""","Diane Di Prima, ""A Part of the Thousand Ways to Say Goodbye (Psyche to Amor),"" in Loba. Penguin, 1998: 206.",,,44.40726,8.9338624
Diane Di Prima,"Bologna, Italy",1973,Setting,"the alleys of Venice
toothed lanes of Paris,
the roofs
& dank port of Genoa stone streets
arching over our voices in
Bologna slick
w/ tears & blood, spittle
of donkeys",,"References to Venice, Genoa, and Bologna in ""A Part of the Thousand Ways to Say Goodbye (Psyche to Amor)""","Diane Di Prima, ""A Part of the Thousand Ways to Say Goodbye (Psyche to Amor),"" in Loba. Penguin, 1998: 206.",,,44.4938203,11.3426327
Diane Di Prima,"New York City, USA",2001,Italian America,"My earliest sense of what it means to be a woman was learned from my grandmother, Antoinette Mallozzi, and at her knee... She smelled of lemons and olive oil, garlic and waxwes and mysterious herbs.",,References to Italian Grandmother in Recollections of My Life as a Woman,"Diane Di Prima, Recollections of My Life as a Woman. Viking, 2001.",,,40.7127281,-74.0060152
Philip Lamantia,"Assisi, Italy",1986-1993,Projected,"This kind of day
is a cosmic conflict
to go with the flow To throw in the sponge is not enough The beginning of Forms in
Motion to move like Ubu into Reality not on the way to Albania
but with gusto as
in the Italian model
to be hailed here in Francis d’Assisi Town
actually
ohlonia",,"Reference to Assisi in ""from No Closure""","Philip Lamantia, ""from No Closure,"" in The Collected Poems of Philip Lamantia. University of California Press, 2013: 393-395",,,43.0711952,12.6146669
Philip Lamantia,"Palermo, Italy",,Italian America,"Philip Nunzio Lamantia was born at home, at 1715 Sanchez Street, in San Francisco, on October 23, 1927, the only child of Sicilian immigrants Nunzio and Mary Lamantia [...] Nunzio had immigrated from Palermo to the United States in his late teens and had served in the American army in World War I. Mary (née Tarantino) came from a large, impoverished family from the tiny Sicilian island of Ustica.",,Nunzio Lamantia's Birthplace,"""High Poet: The Life and Work of Philip Lamantia,"" in The Collected Poems of Philip Lamantia edited by Garrett Caples, Nancy Joyce Peters and Andrew Joron. University of California Press, 2013: xxiii-lxiv.",,,38.1112268,13.3524434
