Author,Location,Date,Kind,Quote,Description,Event,Source,Resources,Notable People Involved,lat,lon
Lawrence Ferlinghetti,"Rome, Italy",1958,Projected,"I was in India
when Rome was built.",,Reference to Ancient Rome in A Coney Island of the Mind,"Lawrence Ferlinghetti, ""Autobiography,"" in A Coney Island of the Mind City. Lights Books, 1958: 61.",https://poets.org/poem/autobiography,,41.8933203,12.4829321
Lawrence Ferlinghetti,"Spoleto, Italy",June 26-July 2 1965,Event,"Sono un poeta americano che è volato fin qui da Londra con abiti invernali e uno zaino pieno di fogli, per leggere poesie in americano e ascoltarle tradotte in italiano al Festival di Spoleto […] è strano sedere in questo paesaggio italiano, guardare le rondini volteggiare su un giardino a Spoleto, il sole del mattino sulle colline in lontananza, cielo bollente bianco-blu…'","Attended the Spoleto Festival of Two Worlds. Ferlinghetti later wrote about Pound's reading at the festival in the poem “Pound at Spoleto” which first appeared in the 1966 City Lights Journal (no. 3). Following his encounter with Pier Paolo Pasolini at Spoleto, he translates and publishes with City Lights, the Roman poet's Roman Poems anthology.",Attended Festival dei Due Mondi,,http://www.comune.spoleto.pg.it/turismoecultura/2021/02/26/accadde-a-spoleto-lawrence-ferlinghetti-al-festival-dei-due-mondi/,"Charles Olson, Ingeborg Bachman, Rafael Alberti, Barbara Guest, Ezra Pound",42.7355124,12.7363357
Lawrence Ferlinghetti,"Via Clerici 1, Milano, Italy","December 14, 1982",Setting,"Three bald-headed men at the next table speaking accented English, which is native to none of them. I am trying to figure out their nationalities— Maybe two are Italian and one is from Egypt and doesn’t know the bella lingua. They are discussing deep-sea mining . . . a thousand meters down—nodules! Perhaps I should report it to the Italian CIA—suspicious discussion in English in a restaurant in Milan— It’s the Latin of our time, the language of the Conquerors. . . . This is definitely a peculiar situation— We are alone in the restaurant— I decide at length that they are all Italian, putting me on, for some perverse reason. I decide to pretend I don’t understand the strange language they are talking, maintaining an inscrutable and urban countenance like some debonair expatriate character in Henry James, putting my meat in my mouth with the fork in the left hand after cutting it, in the continental manner, having read an international spy novel in which the American fugitive gives himself away by changing his fork back to his right hand before raising it to his mouth. I am seriously pursuing this line of behavior, as the three men with bald nodules continue their seemingly very serious discussion of the deep sea off the coast of Abyssinia, though at any moment we might all burst out in riotous laughter at the ludicrous absurdity of the whole charade.",The poem was composed during Ferlinghetti's visit to Milan between December 14 and 17 of 1982. ,"""Ristorante Vittoria""","Lawrence Ferlinghetti, ""Ristorante Vittoria"" in Writing Across the Landscape. Liveright, 2015: 205.",,,45.4664148,9.1875865
Lawrence Ferlinghetti,"Piazza del Duomo, Milano, Italy","December 16, 1982",Setting,,,"""Duomo Prose""","Lawrence Ferlinghetti, ""Ristorante Vittoria"" in Writing Across the Landscape. Liveright, 2015: 207.",,,45.4640264,9.1885415
Lawrence Ferlinghetti,"Taormina, Italy",1968,Event,,"Ferlighetti was the recipient of the Premio Internazionale di Poesia Etna-Taormina, an international prize sponsored by the Sicilian government. Celebrated “since the days of Virgil,” according to the New Directions publicity release at the time, previous winners included Dylan Thomas, French poet Jules Supervielle, and Italian Nobel Prize winner Salvatore Quasimodo. The prize provided the occasion for another trip to Europe, this one to extend for better than two months.",Awarded the Premio Internazione di Poesia Etna-Taormina,"Barry Silesky, Ferlinghetti: The Artist in His Time. Warner Books, 1990: 163.",,,37.8517921,15.2856523
Lawrence Ferlinghetti,"Torino, Italy","December 12, 1965",Event,,,Journal Entry,"Lawrence Ferlinghetti, ""Paris and Rome, December 1968,"" Writing Across the Landscape. Liveright, 2015: 173.",,,45.0677551,7.6824892
Lawrence Ferlinghetti,"Piazza del Duomo 4, Spoleto, Italy",June 26-July 2 1965,Setting,,,"""Pound at Spoleto""","Lawrence Ferlinghetti, ""Pound at Spoleto"" Writing Across the Landscape. Liveright, 2015: 313.",https://www.youtube.com/watch?v=eOBdUy0wkh4,,42.7351331,12.73941378
Lawrence Ferlinghetti,"Piazza del Duomo, Pisa, Italy",1984,Setting,"Tower of Pisa 
leans away from the sun 
which turns dark red 
as its day's work 
is done 
and then falls down 
on the red the roofs 
and pulls them down 
and pulls down the town 
into darkness 
Only the tower stands up 
as night fills 
my cup 
",,"""Canti Toscani""","Lawrence Ferlinghetti, ""Canti Toscani,"" Over All the Obscene Boundaries: European Poems and Transitions. Norton, 1984: 81:86.",,,43.72264,10.39455
N/A,"601 Vallejo St., San Francisco, CA",1956-onwards,Italian America,,"In the 1950s and 1960s, Caffè Trieste was a popular spot for the writers associated with the Beat movement. These writers included Lawrence Ferlinghetti, as well as other notable figures like Alan Watts, Jack Kerouac, Allen Ginsberg, Richard Brautigan, Bob Kaufman, Gregory Corso, Michael McClure, Kenneth Rexroth, and Neeli Cherkovski. They frequented the cafe for meetings and gatherings, and many of them lived in the nearby North Beach neighborhood during that time.",Caffè Trieste,,https://media.timeout.com/images/101714309/image.jpg,,37.798721,-122.407333
N/A,"255 Columbus Avenue, San Francisco, CA",1948-onwards,Italian America,,"The Vesuvio Cafe, situated across the street from City Lights, was a popular destination for many of the prominent figures associated with the Beat Generation, including Jack Kerouac, Allen Ginsberg, Lawrence Ferlinghetti, and Neal Cassady.

The alley that the Vesuvio Cafe and City Lights share was formerly known as ""Adler."" However, in 1988, the alley was renamed ""Jack Kerouac Alley"" in honor of the famous writer and his association with the Beat Generation.",Vesuvio Cafe,,"https://media.cntraveler.com/photos/59a475ec7c72853dd620a3dd/16:9/w_2560,c_limit/best-bars-san-francisco-vesuvio-exterior-2017.jpg",,37.79748,-122.40644
Lawrence Ferlinghetti,"261-271 Columbus Avenue, San Francisco, CA",,Italian America,,"City Lights is a renowned independent bookstore and publisher situated in North Beach, San Francisco's former Little Italy neighborhood. It was established in 1953 by Lawrence Ferlinghetti, a poet, and Peter D. Martin, who later left the business after two years. The bookstore and its publishing company gained widespread recognition after Ferlinghetti was put on trial for obscenity for publishing Allen Ginsberg's ""Howl and Other Poems"" (1956). It became a pivotal point for the distribution and promotion of underground poetry and served as a meeting spot for beat authors.",City Lights Bookstore,,https://flashbak.com/wp-content/uploads/2020/11/city-lights-11-1200x855.jpg,,37.79762,-122.40655
