Author,Location,Date,Kind,Quote,Description,Event,Source,Resources,Notable People Involved,lat,lon
Gregory Corso,"Via Castello, Miglionico, Italy",,Italian America,,,Michelina Colonna's (Corso's mother) Birthplace,,,,40.5686055,16.5002153
Gregory Corso,Calabria,,Italian America,,,Sam Corso's Birthplace,,,,39.0565974,16.5249864
Gregory Corso,"Florence, Italy",1958,Setting,"No sign of Spring!
Florentine sentinels
from icy campanili watch for a sign—
Lorenzo dreams to awaken bluebirds Ariosto
sucks his thumb.
Michelangelo sits forward on his bed . . .
awakened by no new change.
Dante pulls back his velvet hood, his eyes are
deep and sad.
His great dane weeps.
No sign of Spring!
Leonardo paces his unbearable room . . . holds
an arrogant eye on die-hard snow. Raffaelo steps
into a warm bath ... his long silken hair is dry
because of lack of sun.
Aretino remembers Spring in Milan; his mother,
who now, on sweet Milanese hills, sleeps.
No sign of Spring! No sign!
Ah, Botticelli opens the door of his studio.",,"References to Milan and Florence in ""Botticelli’s ‘Spring”","Gregory Corso, ""Botticelli's Spring"" in Gasoline & Vestal Lady. City Lights, 1958: 34.",,,43.7698712,11.2555757
Gregory Corso,"Milan, Italy",1958,Setting,"No sign of Spring!
Florentine sentinels
from icy campanili watch for a sign—
Lorenzo dreams to awaken bluebirds Ariosto
sucks his thumb.
Michelangelo sits forward on his bed . . .
awakened by no new change.
Dante pulls back his velvet hood, his eyes are
deep and sad.
His great dane weeps.
No sign of Spring!
Leonardo paces his unbearable room . . . holds
an arrogant eye on die-hard snow. Raffaelo steps
into a warm bath ... his long silken hair is dry
because of lack of sun.
Aretino remembers Spring in Milan; his mother,
who now, on sweet Milanese hills, sleeps.
No sign of Spring! No sign!
Ah, Botticelli opens the door of his studio.",,References to Milan and Florence in ‘Botticelli’s ‘Spring”,"Gregory Corso, ""Botticelli's Spring"" in Gasoline & Vestal Lady. City Lights, 1958: 34.",,,45.4641943,9.1896346
Gregory Corso,"Piazza San Marco 1, Venice, Italy",1962,Setting,"I where I stand Venice Aging my modern vision
on winged lions Impossible dreamer of cloaks
and masks Counting passion madrigals
variegated figs Where I stand Venice aging
counting
Peepholes in my Ducal Palace stay I simply saw
the proudest Doge Superior favorable come to
steal Some wandering look from my eyes
I where I stand","Corso visited Alan Ansen in Venice in 1958, where he is rumored to have had a brief romantic affair with Peggy Guggenheim.","Palazzo Ducale in ""I Where I Stand""","Gregory Corso, ""I Where I Stand,"" in Long Live Man. New Directions: 1962.",,,45.4344601,12.3391221
Gregory Corso,"Rome, Italy",1962,Projected,"but you are old old you are Rome the wisdom of
time — and no crow maketh your snowy head
its home",,"Reference to Ancient Rome in ""After Reading 'in the Clearing'""","Gregory Corso, ""After Reading 'in the Clearing',"" in Long Live Man. New Directions: 1962.",,,41.8933203,12.4829321
Gregory Corso,"Rome, Italy",1989,Setting,"Poor Italia
Now that I’m in Italy older
I meet these angel ladies of the
Great War
and smart are they,
the children of fascists
they moan, “Oh Gregory, we are
the product of our fathers""",,"""A Poem Begun to See How Good My Head Still is""","Gregory Corso, ""A Poem Begun to See How Good My Head Still is,"" in Mindfield. Thunder's Mouth, 1989: 31.",,,41.8933203,12.4829321
Gregory Corso,"Catania, Italy",1988,Event,"In 1988 he visited Catania. There he went to Centro d' informazione d' arte contemporanea for a meeting, then he went to Teatro Massimo Bellini to see a stage play of Goethe's Faust.",,Visit to Catania,"""Le notti siciliane di Corso poeta della beat generation,"" in La Repubblica, June 27, 2009",https://ricerca.repubblica.it/repubblica/archivio/repubblica/2009/06/27/le-notti-siciliane-di-corso-poeta-della.html,,37.5023612,15.0873718
Gregory Corso,"Castel di Tusa, Italy",1990,Setting,"Dalla materia che non esiste
sono entrato in un labirinto
uscito e salito su un’onda blu
ho poi finito discendendo una caverna
stanco; passai per un albergo sfatto
e là sognai una casa finale
Il fiume scorre sotto al mare
e una finestra dischiude il cielo
mi chiedo se mai vedrò
una mucca porporina volare
Qui in Sicilia
Dio, Cristo, la Madonna,
Lei la madre di suo padre
figlia di suo figlio
Altrove; la divina stella rossa di Marx
si oscura
Tanto tempo fa Serse ispezionando le sue vaste
divisioni gridò: Tra cento anni non saranno più!
Sicilia non Italia
Palermo tragico
Santo Stefano bello
Un giovane ricco sa che morirà
Egli crea la bellezza
e mi domanda perché?
Io, anch’io sto morendo
in vista di tutto ciò
il compito di quel che accade in vita
potrebbe essere possibilmente vero
io dico: restaura le tue case
e bada alla semina della tua terra
possiamo sempre attraversare lo stretto di Messina
Quando un tipo come me cambia terreno
non è senza uno scopo
Sono sempre nei pasticci con gli italiani
le mie parole non significano ciò che sembrano significare
Hai mai fatto la traversata in barca verso l’attica?
Chi è incapace di evitare il pedaggio?
Più vecchio sei più velocemente diventi più vecchio
nel tuo desiderio di servire i tuoi interessi
non distruggerò i tuoi forzieri
ti do tre strofe e un Darico
l’amore
Una volta sotto la zampa della sfinge
l’uomo fece un’apertura
il fragrante soffio d’antico Egitto
uscì fumante
Oh come sognai di fiutare
l’aria vecchia tremila anni!
Ora ai tempi miei un uomo ne ha fatta
un’altra sottoterra
la fine della quale
contiene un’altra nave solare
l’odore è nuovo e madido
ancora in tempo (perché il tempo ospita)
il profumo dell’oggi
raggiungerà il naso del domani
Molte caverne ho conosciuto
una nella quale mia nonna
aveva cura di capre e limoni di Calabria
Cuma, studiai le foglie cadute
il venato messaggio su esse
ed imparai che la profezia era morta
Tusa, dove nessun orso andò mai in letargo,
aveva un pipistrello dentro la sua caverna
che era stata fatta d’un uomo.

",,Poem attributed to Gregory Corso,Unknown,https://www.ateliersulmare.com/en/poesia_fiumara_en.html,,38.0082522,14.2524111
Gregory Corso,"Cinecittà, Roma, Italy",1990,Event,"Gregory Corso made a cameo appearence in the movie ""The Godfather part III"", directed by Francis Ford Coppola.",,Cameo in The Godfather III,"Francis Ford Coppola, dir. The Godfather 3. Paramount, 1990.",https://youtu.be/cjKl-SxR0rE?t=328,Francis Ford Coppola,41.8493002,12.5743771
Gregory Corso,"Rome, Italy",Early 1980s,Event,"Gregory Corso straniero lo fu ovunque, non solo a Roma nei primi anni '80, tra Campo de' Fiori e il Beat 72, il Folk' s Studio di via Sacchi e il Music Inn, il bar di San Callisto e l' altra vineria del ""Tedesco"" in via del Governo Vecchio, e in tutti gli altri luoghi in cui si può testimoniare di averlo visto parlare, ridere, creare, bivaccare.",,First Long Term Residence in Rome,"""Vita aliena di Gregory Corso nella Roma di angeli e spiriti,"" in La Repubblica, May 22, 2007 ",https://ricerca.repubblica.it/repubblica/archivio/repubblica/2007/05/22/vita-aliena-di-gregory-corso-nella-roma.html ,,41.8933203,12.4829321
Gregory Corso,"Rome, Italy",1980s,Setting,"My beliefs in Roma (""Il mio credo a Roma"") è una poesia di Corso in 12 frasi numerate, nello stile degli elenchi. La prima frase dal sapore buddista dice: ""Io non sono Dio; Dio è me. Io non sono tutto; Dio è tutto. Io non sono te; Dio lo è. Io non sono l' albero; Dio lo è. Dio è me è te l' albero"". L' ultima dice: ""Può darsi che io non sappia tutto quel che c' è da sapere ma so con certezza che non c' è poi così tanto da sapere"". In mezzo, al punto 6 leggiamo: ""Per i sacerdoti di Apis la vacca è sacra. Che cosa è sacro per la vacca?"" Il lungo soggiorno di Corso a Roma ebbe per lui un significato più profondo. Oltre a vantare mitiche radici italiane (""Io sono di una razza ricca del tempo delle terra / Mia nonna era una donna delle caverne / nei monti di Calabria / e sorvegliava le capre, le pecore, e gli alberi di limone / dove Pitagora faceva lezione.. .""), Corso era un poeta erudito sull' arte e la storia. Roma fu per lui, nella sua ricerca di identità e appartenenza, un luogo in cui afferrare, non importa se illusoriamente, radici antiche, e placare un po' la fuga da se stesso e il viaggio all' inferno. Fu un luogo simbolico, ma cosa può anelare un poeta se non a una relazione simbolica, che è la più alta - se si pensa che nell' antichità il symbolon suggellava il patto di ospitalità e protezione che si dava allo straniero? Di sicuro Roma era il luogo in cui volle restare: dove cioè i suoi resti, anche solo in cenere, in simbolo, permanessero a fianco di quelli del suo amato Shelley nel cimitero acattolico detto degli Inglesi, o dei Poeti, al Testaccio. E così fu.",,"""My Beliefs in Roma"" ","""Vita aliena di Gregory Corso nella Roma di angeli e spiriti,"" in La Repubblica, May 22, 2008",https://ricerca.repubblica.it/repubblica/archivio/repubblica/2007/05/22/vita-aliena-di-gregory-corso-nella-roma.html ,,41.8933203,12.4829321
Gregory Corso,"Rome, Italy",1960,Setting,"Via Sacra I look down upon you,
my ownself tribunal,
before six-columned Saturnus
and tri-graced Castor and Pollux",,"""On Palatine""","Gregory Corso, ""On Palatine,"" in The Happy Birthday of Death. New Directions, 1960: 63.",,,41.8933203,12.4829321
Gregory Corso,"Florence, Italy",1960,Setting,,Homage to the great frescoes of the life of St. Francis by the painter Giotto.,"""Saint Francis""","Gregory Corso, ""Saint Francis,"" in Long Live Man. New Directions: 1962.",,,43.7698712,11.2555757
Gregory Corso,"Rome, Italy",1970,Setting,"Barbs and Vandals axed whatever light remained
It was a time of pagan black candles
and they glowed only when it rained
Soggy and despair damp S P Q R drenched quaestor
woeful omen’d air
little white gowned rose girl
broken on the spoor
O lions O falcons and snakes S is axed from P
and Q from R is tore
Without Rome stout men with mastiffs hold justice",,"""Mutation of the Spirit""","Gregory Corso, Elegiac Feelings American. New Directions, 1970: 28-37.",,,41.8933203,12.4829321
