Author,Location,Date,Kind,Quote,Description,Event,Source,Resources,Notable People Involved,lat,lon
Diane Di Prima,"Venice, Italy",1973,Setting,"the alleys of Venice
toothed lanes of Paris,
the roofs
& dank port of Genoa stone streets
arching over our voices in
Bologna slick
w/ tears & blood, spittle
of donkeys",,"References to Venice, Genoa, and Bologna in ""A Part of the Thousand Ways to Say Goodbye (Psyche to Amor)""","Diane Di Prima, ""A Part of the Thousand Ways to Say Goodbye (Psyche to Amor),"" in Loba. Penguin, 1998: 206.",,,45.4371908,12.3345898
Diane Di Prima,"Genoa, Italy",1973,Setting,,,"References to Venice, Genoa, and Bologna in ""A Part of the Thousand Ways to Say Goodbye (Psyche to Amor)""","Diane Di Prima, ""A Part of the Thousand Ways to Say Goodbye (Psyche to Amor),"" in Loba. Penguin, 1998: 206.",,,44.40726,8.9338624
Diane Di Prima,"Bologna, Italy",1973,Setting,"the alleys of Venice
toothed lanes of Paris,
the roofs
& dank port of Genoa stone streets
arching over our voices in
Bologna slick
w/ tears & blood, spittle
of donkeys",,"References to Venice, Genoa, and Bologna in ""A Part of the Thousand Ways to Say Goodbye (Psyche to Amor)""","Diane Di Prima, ""A Part of the Thousand Ways to Say Goodbye (Psyche to Amor),"" in Loba. Penguin, 1998: 206.",,,44.4938203,11.3426327
Jack Kerouac,"Via Rasella 3, Rome, Italy","September 30, 1969",Setting,"Adesso gli frughiamo nel taccuino, e troviamo scritto: «Se
l’Italia deve diventare la custode della chiesa, secondo la pro-
fezia, che cominci subito». «Garibaldi ha freddo, il cavallo è
scoperto». «Raffaello, così languido». «Te la ricorderai, una
ragazzina un po’ maschile di Roma?» E a Milano, dopo un
incontro di traduttori: «Dolci donne milanesi con amanti cru-
deli»","Alberto Arbasino peeks into Kerouac's notepad, during an interview in Rome's Albergo Barberini.",Notes Taken During Italian Trip,"Alberto Arbasino, ""Beatnik in pensione,"" in L'Espresso, October 9, 1966.
",http://temi.repubblica.it/espresso-il68/1966/10/09/beatnik-in-pensione/,,41.902744,12.489207
Jack Kerouac,"Venice, Italy ",1965,Setting,"Bull gives them money and we get in and Bull rows off vigorously, standing facing forward, like a Venetian oarsman. “When I was in Venice I noticed that this is the only real way to row a boat, standing up, boom and bam, like this,” rowing with forward motion. “Outside of that Venice is the dreariest town this side of Beeville Texas. Dont ever go to Beeville boy, or Venice either.” (Beeville a sheriff’d caught him making love to his wife June in the car, parked on the highway, for which he spent two days in jail with a sinister deputy in steel rimmed spectacles.) “Venice—my God, on a clear night you can hear the shrieks of the fairies on St. Marks Plaza a mile away. You can see successful young novelists being rowed away into the night. In the middle of the Canal they suddenly assault the poor Italian Gondoleer. They have palazzos with people straight out of Princeton amortifyin’ chauffeurs.” The funny thing is that when Bull was in Venice he was invited to an elegant party in a Palace, and when he appeared at the door, with his old Harvard friend Irwin Swenson the hostess held out her hand to be kissed—Irwin Swenson said: “You see in these circles you must kiss the hand of the hostess, customarily”—But as everybody stared at the pause in the door Bull yelled out “Aw gee, I’d rather kiss her cont!” And that was the end of that.",The character of Bull Hubbard references in this passage is based on William S. Burroughs.,Reference to Venice in Desolation Angels,,,,45.4371908,12.3345898
Jack Kerouac,"Genoa, Italy",1959,Setting,"Emilia St. Claire was a woman of whimsy; in this
she was a tyrant, indeed a lovable tyrant. She could
afford to be a tyrant for she was rich. Her family had
left her millions. She had a chateau in France (at
most, she had a dozen chateaux in Europe); she had a
mansion in New York City on Riverside Drive; a
villa in Italy overlooking Genoa; it was rumored she
had a marble retreat on an isle near Crete. (But this is
not certain.)
Her whimsy demanded the baroque, the unusual,
often the weird, sometimes even the perverted; she
had seen too much to be satisfied with the ordinary.
Like Isadora Duncan, she wept for the Russian
peasant and conducted Oriental salons in her
parlours.",,Depiction of a Decadent Milionairesse with a Villa in Italy in a a mock story published “on yellowed blotchy papers” in Dr. Sax,"Jack Kerouac, Doctor Sax. Grove Press, 1959: 135-136.",,,44.40726,8.9338624
Jack Kerouac,"Campanian Arcipelago, Italy",1965,Setting,"The poet Geoffrey Donald is an elegant sad-weary type who’s beenin Europe, to Ischia and Capri and such, known the rich elegant writers and types, and had just spoken for me to a New York publisher so I am surprised (first time I meet him) and we go out on that veranda to look at the scene.",,Ischia and Capri mentioned in Desolation Angels,"Jack Kerouac, Desolation Angels. Coward-McCann, 1960.",,,40.72688165,13.90954743
Lawrence Ferlinghetti,"Via Clerici 1, Milano, Italy","December 14, 1982",Setting,"Three bald-headed men at the next table speaking accented English, which is native to none of them. I am trying to figure out their nationalities— Maybe two are Italian and one is from Egypt and doesn’t know the bella lingua. They are discussing deep-sea mining . . . a thousand meters down—nodules! Perhaps I should report it to the Italian CIA—suspicious discussion in English in a restaurant in Milan— It’s the Latin of our time, the language of the Conquerors. . . . This is definitely a peculiar situation— We are alone in the restaurant— I decide at length that they are all Italian, putting me on, for some perverse reason. I decide to pretend I don’t understand the strange language they are talking, maintaining an inscrutable and urban countenance like some debonair expatriate character in Henry James, putting my meat in my mouth with the fork in the left hand after cutting it, in the continental manner, having read an international spy novel in which the American fugitive gives himself away by changing his fork back to his right hand before raising it to his mouth. I am seriously pursuing this line of behavior, as the three men with bald nodules continue their seemingly very serious discussion of the deep sea off the coast of Abyssinia, though at any moment we might all burst out in riotous laughter at the ludicrous absurdity of the whole charade.",The poem was composed during Ferlinghetti's visit to Milan between December 14 and 17 of 1982. ,"""Ristorante Vittoria""","Lawrence Ferlinghetti, ""Ristorante Vittoria"" in Writing Across the Landscape. Liveright, 2015: 205.",,,45.4664148,9.1875865
Lawrence Ferlinghetti,"Piazza del Duomo, Milano, Italy","December 16, 1982",Setting,"On three sides of the Duomo (which takes up a whole city block) a fair has been flung up, with plastic booths full of scarves and shooting galleries, handbags and refreshment stands. Smell of cotton candy. In the shadow of the Duomo they are shooting stick figures on crosses in the shooting gallery. A block away they are doing it in video, Pac-Man. . . . Pac-Man inside the cathedral still evades them. It is a sanctuary.
This greedy business of Christmas (what our world has done to it), not to mention the eternal guilt trip the Church lays on its adherents! Christ died for your sins, you are guilty of original sin, even though you’ve just popped out of a pure womb, trailing clouds of glory! (And any religion that doesn’t allow dogs to have souls is definitely suspect.)
At the War on War international poetry fest38 here last night in an ancient deconsecrated church, at the very end of the program, I raised my arms to the assembled congregation and prayed:
“Our Father whose art’s in heaven
Hollow be thy name
unless things change
Thy Kingdom come & gone
Thy will will be undone
on earth as it isn’t Heaven
Give us this day our daily bread
at least three times a day
And lead us not into temptation
too often on weekdays
but deliver us from Evil
whose presence remains unexplained
in Thy Kingdom of Power & Glory
Oh Man!""

Now in the Duomo, the silence of God’s response is deafening. You can hear a penny drop. It is mine, into the Poor Box. And another into the box of the Virgin. After all, they may be right, the Holy Trinity may really exist. In which case, I’m in deep trouble. Blasphemer! I’ll drop another penny, even light a candle. No use taking any chances.
The Duomo seen through trolley wires at noon in Milan. . . . The cathedral a huge inedible wedding cake . . . a dirigible flying over it . . . medieval frozen music—white music made into stone—grace notes in flying buttresses. . . . Over the portals a stone sign:
MARIAE
NASCENTI
Coveys of gray pigeons crisscross the piazza in quick short flights in the winter rain and smog. Inside the cathedral huge scaffolds up behind the nave where the knave Himself is hung up high on His cross surrounded by ladders and catwalks in the dim light & dust. Still He gleams through the gloaming over the troupe of little children in Titian red coats clustered around tables of candles lit to the Virgin Mary. The white light falls & flashes on their Virgin eyes as they look up.
Behind the scaffolds and scrims the sound of little hammers and chisels chipping away very slowly as if the restoration had been going on forever and would continue forever.
It is Christmas and in the self-service cafeteria near the Galleria they are playing “Singin’ in the Rain” in English over the loudspeakers— Now the rain pours down in the piazza. I am alone in it, with that great hooded creature, the cathedral.",,"""Duomo Prose""","Lawrence Ferlinghetti, ""Ristorante Vittoria"" in Writing Across the Landscape. Liveright, 2015: 207.",,,45.4640264,9.1885415
Lawrence Ferlinghetti,"Piazza del Duomo 4, Spoleto, Italy",June 26-July 2 1965,Setting,"POUND AT SPOLETO

I walked into a loge in the Teatro Melisso, the lovely Renaissance salle where the poetry readings and the chamber concerts were held every day of the Spoleto Festival, and suddenly saw Ezra Pound for the first time, still as a mandarin statue in a box in a balcony at the back of the theatre, one tier up from the stalls. It was a shock, seeing only a striking old man in curious pose, thin and long-haired, aquiline at eighty, head tilted strangely to one side, lost in permanent abstraction. . . .

After three younger poets on stage, he was scheduled to read from his box, and there he sat with an old friend (who held his papers) waiting. He regarded the knuckles of his hand, moving them a very little, expressionless. Only once, when everyone else in the full theater applauded someone on stage, did he rouse himself to clap, without looking up, as if stimulated by sound in a void. . . . After almost an hour, his turn came. Or after a life. . . .

Everyone in the hall rose, turned and looked back and up at Pound in his booth, applauding. The applause was prolonged and Pound tried to rise from his armchair. A microphone was partly in the way. He grasped the arms of the chair with his boney hands and tried to rise. He could not and he tried again and could not. His old friend did not try to help him. Finally she put a poem in his hand, and after at least a minute his voice came out. First the jaw moved and then the voice came out, inaudible. A young Italian pulled up the mike very close to his face and held it there, and the voice came over, frail but stubborn, higher than I had expected, a thin, soft monotone. . . . The hall had gone silent at a stroke. The voice knocked me down, so soft, so thin, so frail, so stubborn still. I put my head on my arms on the velvet sill of the box. I was surprised to see a single tear drop on my knee. The thin, indomitable voice went on. I went blind from the box, through the back door of it, into the empty corridor of the theater where they still sat turned to him, went down and out, into the sunlight, weeping. . . .Up above the town

by the ancient aqueduct

the chestnut trees

  were still in bloom

Mute birds

flew in the valley

far below

 The sun shone

   on the chestnut trees

and the leaves

   turned in the sun

 and turned and turned and turned

   And would continue turning

His voice

   went on

    and on

through the leaves….

Some other people reported to me another tableau of Ezra Pound which I had missed at the noon concert. The first event, before the chamber music in the salle itself, was a performance of modern experimental music by an American composer, performing his work on improvised instruments—all percussive—strings & things like Harry Partch’s “cloud chamber bells.” This was set up in the entrance hall to the theatre itself. The hall was full & Pound was ushered to a large chair, center, close to the performer. He said nothing as usual, and sat motionless as usual, looking nowhere. The performance began, the performer bent over his bells & strings & cymbals & timpani & xylophone, barely touching them here & there, his ear close to whatever he touched. One heard nothing at a distance of three yards. Pound, sitting in the pose of that prophetic portrait by Wyndham Lewis (done at least thirty years ago & showing him as he is today—like an old Chinese sage), showed no sign of hearing anything. The performer continued, very silently, intent on his work; not a sound in the air, not a sound in the vacant ear, in the vacant eye of Pound, silence meeting silence.",,"""Pound at Spoleto""","Lawrence Ferlinghetti, Writing Across the Landscape. Liveright, 2015: 313.",Ferlinghetti reading Pound at Spoleto — YouTube,,42.7351331,12.73941378
Allen Ginsberg,"Rome, Italy",1957,Setting,"Look at all these broken stones,
and by the wall
The rainstained fragment of an ass
a human ass
was here two thousand years ago - some boy turned round stuck out his
behind and posed
Michelangelo remembered when the palaces had fallen -
When the cities are forgotten there'll be a human ass",,"""Forum, Rome""","Allen Ginsberg, Journals Mid-Fifties, 1954-1958. HarperPerennial, 1995: 372",,,41.8933203,12.4829321
